ngay,ngay_thu,dacbiet,giainhat,giainhi_0,giainhi_1,giaiba_0,giaiba_1,giaiba_2,giaiba_3,giaiba_4,giaiba_5,giaitu_0,giaitu_1,giaitu_2,giaitu_3,giainam_0,giainam_1,giainam_2,giainam_3,giainam_4,giainam_5,giaisau_0,giaisau_1,giaisau_2,giaibay_0,giaibay_1,giaibay_2,giaibay_3
20060412,3,47370,44324,26780,66200,39438,28362,78427,96572,77795,7922,7922,5964,7610,4547,9380,7440,4624,3275,3289,5298,113,342,214,19,75,30,94
20060413,4,16762,37182,23604,20759,68806,69938,29449,55047,38077,3762,3762,1247,7499,2122,2148,5770,2463,9110,3197,4635,671,665,281,22,14,66,68
20060414,5,40744,38871,15201,35609,02071,08197,92647,19182,67337,7487,7487,9365,0947,9763,2180,6640,0110,8370,2219,8441,211,170,617,20,38,06,08
20060415,6,53647,70929,08794,45704,87766,17015,86252,90890,33301,9899,9899,0894,3096,3718,5256,1270,2244,3564,1830,6958,039,684,268,22,46,43,49
20060416,0,55238,09994,33629,28333,96100,39786,08782,32737,82453,9575,9575,1390,9443,4906,7465,0680,6594,1245,9019,4940,736,396,853,21,74,54,64
20060417,1,92132,28906,66785,01262,02370,25780,64767,55462,44756,7432,7432,3120,0026,9078,1036,0561,3398,0148,2793,2775,155,178,442,02,65,99,30
20060418,2,99015,80219,54430,78755,48433,68037,08525,15094,26841,3428,3428,4870,3020,5713,4298,2193,7457,2531,5334,2627,512,220,674,62,94,95,48
20060419,3,57407,17872,45263,92476,92776,27466,76971,11807,69265,4095,4095,5509,9637,0276,0914,5778,8759,9731,0701,9159,361,682,344,18,91,70,97
20060420,4,01114,22002,95939,51154,36561,30091,19082,73614,75729,6675,6675,7114,3521,3463,4476,9534,9105,0421,5490,0238,427,614,355,78,90,22,65
20060421,5,14746,68791,00519,94290,74518,73581,08208,81437,27546,0279,0279,3917,8563,3351,6759,5455,9998,5765,5554,2605,179,211,294,31,49,59,81
20060422,6,93342,80725,02072,29518,31951,64983,33678,17835,66949,2082,2082,7372,7841,4939,3283,6624,6907,6946,1860,2520,831,792,693,80,89,64,44
20060423,0,71701,94196,35357,81382,54314,27009,41844,93387,54263,0041,0041,0883,4241,5332,5781,6459,1854,9431,7118,0317,781,975,438,67,26,53,10
20060424,1,70954,05566,08540,02280,52933,47243,23453,85274,59591,6390,6390,2399,5085,9439,6498,5993,1888,0098,5513,8867,727,358,989,40,95,09,98
20060425,2,76394,56288,46167,10313,34458,13107,51230,74106,72710,8550,8550,4251,6290,5599,2915,1705,5887,1096,3782,9360,109,324,571,53,91,05,78
20060426,3,73273,53905,41215,41760,14352,23318,55224,18145,41256,0481,0481,3424,6676,9832,3600,7434,5885,3702,0394,7337,278,116,016,34,59,79,50
20060427,4,22169,26936,77734,25433,98101,29280,02063,51496,59411,1581,1581,1780,7599,5413,6473,9473,8849,1975,9933,7665,333,200,929,36,56,61,85
20060428,5,68910,67908,56589,61518,69657,34952,32733,50718,88507,1182,1182,8895,2306,2873,3295,0181,4661,2931,7200,0852,034,749,002,88,99,83,35
20060429,6,67890,35157,30262,89996,24519,73769,28783,51854,20380,7237,7237,3064,9775,0093,4939,8953,1878,4484,5128,0504,940,382,621,14,03,72,26
20060430,0,54381,50161,17483,11656,71743,29882,52883,94396,92739,9305,9305,2450,2977,3496,9520,7695,2636,7420,7640,5532,922,787,555,97,86,05,88
20060501,1,60285,18693,58548,60285,48030,31793,61726,34916,20236,8835,8835,1321,9697,0904,7747,4712,7670,7122,6753,9520,657,128,135,39,15,56,20
20060502,2,75683,64315,40851,41883,78529,30419,03815,61238,13361,2681,2681,2822,8029,7985,1244,2566,1695,2388,6525,0137,373,248,821,62,14,64,43
20060503,3,85112,49248,41709,26642,49265,49288,37643,13690,82906,8170,8170,8437,5521,8940,7674,7739,2659,0538,3482,2408,693,551,678,62,39,03,33
20060504,4,34152,24548,54987,22553,24973,08888,34525,04463,80174,2016,2016,7906,2847,6151,8131,5806,5543,6550,6451,8648,554,344,157,83,61,71,56
20060505,5,40201,20022,62459,72743,14694,67881,32212,08345,92797,6846,6846,0379,9664,0041,9574,5985,0117,3580,7548,3851,265,345,175,85,54,15,22
20060506,6,45046,18024,91140,53747,83049,45221,15063,24465,03551,0313,0313,4942,4095,8703,2920,6518,8264,0239,1099,8154,120,603,016,19,24,46,89
20060507,0,37445,81563,73050,08037,93951,35278,64683,48504,08301,3053,3053,5452,1613,2190,5057,5407,8074,5317,6140,8255,857,145,199,63,94,65,84
20060508,1,13509,22389,66853,67486,71572,17082,05837,11682,75284,5701,5701,2439,9145,3213,2789,3322,3746,1155,2963,1788,893,066,701,08,16,09,12
20060509,2,77934,02246,15494,22409,02614,26731,23340,31699,26418,3544,3544,8471,0042,0408,8970,3292,6101,3396,6476,1863,849,428,703,11,89,95,51
20060510,3,46759,94069,33785,25530,02270,22089,01450,34793,79379,4900,4900,8199,4398,8870,6369,5082,2859,1652,1381,5371,947,841,367,42,50,71,79
20060511,4,44170,46551,61249,26129,54022,72546,62516,87752,31994,2732,2732,5935,3009,2887,5881,7876,1913,9199,8152,5309,047,783,615,88,97,64,95
20060512,5,59782,90876,78414,08592,18259,15859,32689,13798,38919,5847,5847,3893,1372,5485,9522,2491,0839,7130,7125,4855,465,242,613,46,75,93,79
20060513,6,79467,61811,90933,03523,29501,91045,42961,47151,82620,3106,3106,6960,7045,7857,4645,6468,4171,1766,7780,4273,141,943,417,39,46,51,23
20060514,0,05441,38796,87411,53296,84479,96138,89388,86206,72164,2529,2529,8368,7533,0247,5791,0715,3005,8499,8322,4852,818,180,293,71,90,21,63
20060515,1,63784,98177,20211,89978,33043,46172,36873,36177,17214,4817,4817,5772,9743,7786,5656,0435,2091,3324,9699,2922,923,215,443,74,72,61,65
20060516,2,23982,77842,60657,45781,70551,81594,16339,66479,81526,3576,3576,5336,2736,8364,5973,9668,6051,3326,5500,1014,136,766,922,44,55,66,38
20060517,3,42520,93166,24839,35003,55978,04697,09874,16770,62277,3161,3161,0344,3429,4069,1702,5255,4479,1664,4901,6477,461,214,660,98,35,90,43
20060518,4,51235,26266,60594,15913,91052,09780,87412,47021,33214,2126,2126,6325,4305,7849,6496,3670,7023,6796,5733,7393,493,527,553,02,16,48,77
20060519,5,12524,29747,92111,69345,07470,77540,12282,18782,98833,5210,5210,5987,5059,4620,2683,8003,1904,4098,7941,7660,556,323,557,17,95,33,52
20060520,6,04877,22499,32233,49747,54821,24788,08836,09009,40405,6521,6521,7958,7369,4776,6935,0189,6195,0788,1866,4610,099,053,875,23,98,40,99
20060521,0,20802,49987,71595,41636,66065,94014,71767,50369,54563,8431,8431,0304,0846,4789,3071,4015,9253,9381,2637,5349,661,010,382,47,10,37,52
20060522,1,82533,96180,23534,10322,20842,75548,09889,07491,16059,8298,8298,6394,9509,1984,5413,6064,0881,3101,7280,4566,267,209,999,27,39,79,05
20060523,2,01641,57067,78160,94217,61254,51908,24950,62215,57470,5666,5666,8723,8903,7014,9993,4253,4799,5221,3841,8434,493,046,107,24,79,55,31
20060524,3,77563,27476,89276,92549,59102,34043,75905,38673,31467,7372,7372,7251,1206,8840,7732,2674,8429,3736,1386,3704,801,631,570,20,71,74,31
20060525,4,98555,67921,58179,34850,21414,88624,52065,15001,21755,4064,4064,3983,2534,5732,8650,4479,0334,0532,6921,9707,339,608,856,49,65,11,26
20060526,5,29464,51406,25306,55661,61505,09143,25048,62834,10804,3254,3254,9671,0125,7292,8074,0191,6485,4257,5517,6355,689,962,766,80,24,72,58
20060527,6,29581,12661,33504,48955,72634,37027,22717,76209,44870,6775,6775,4846,8585,8832,0622,5807,1007,2834,2093,8821,701,400,265,19,94,91,02
20060528,0,19308,80799,79421,00507,15629,95574,13256,04592,80471,4766,4766,0559,7520,6798,0677,4532,3392,2238,7317,0640,495,784,278,26,79,71,91
20060529,1,40283,61808,83612,73066,52599,02697,98695,62235,83657,4002,4002,0328,8658,7226,1887,8351,6518,5721,8019,9445,665,745,011,67,56,31,11
20060530,2,15905,32760,61198,43299,84888,76273,57847,31734,27038,6227,6227,6835,8868,7372,8720,2235,0915,3930,3274,7521,914,185,590,28,99,23,55
20060531,3,73083,32023,60690,78751,50336,37415,92029,08463,74167,3613,3613,3556,4589,5651,3096,7495,2332,1522,1828,1675,245,091,638,99,67,08,95
20060601,4,96500,68215,97975,87232,46007,76721,18694,54166,17739,3757,3757,9597,3589,1206,1043,1362,8138,2774,9697,2862,502,629,776,94,17,81,28
20060602,5,22580,70441,00611,05074,19302,54245,98573,59124,36395,3462,3462,2632,2758,0219,4376,1300,8103,3157,9752,6892,742,302,917,74,94,19,98
20060603,6,23542,65904,27761,62727,57911,67491,32072,97289,87711,6496,6496,7711,3876,1229,3608,7533,8549,2633,9905,2994,799,316,480,94,65,03,04
20060604,0,09760,86979,65458,20334,14436,74646,35539,49890,76196,8988,8988,6320,0857,6194,5578,2751,1752,7974,2311,7485,415,430,809,02,41,45,18
20060605,1,11189,91819,52602,23907,41939,53638,91858,88667,42741,4244,4244,3968,6264,5292,2859,5604,3447,3308,0303,6502,878,403,411,99,92,48,06
20060606,2,68751,16674,99556,91836,05829,23811,31022,17787,46592,3183,3183,9924,7735,8671,3454,1739,8734,8293,6772,6572,866,249,943,37,00,67,07
20060607,3,05593,55025,47368,48052,52101,05155,39268,25629,49461,7722,7722,9868,2235,2258,8363,0046,6830,1684,1137,0722,434,155,066,81,96,66,22
20060608,4,92871,55375,10454,38229,24086,32763,55112,19631,92038,4408,4408,7287,4829,4805,9121,3503,8208,9090,2821,8794,852,813,087,09,97,15,81
20060609,5,39211,64261,54159,47233,83923,23270,98902,24653,68435,8699,8699,0434,8177,5283,4847,1505,0652,4296,4411,6602,654,341,037,38,01,91,48
20060610,6,05160,21444,72853,71457,81986,87334,41659,43876,26613,7932,7932,5375,7519,4620,5504,7311,0716,2471,0685,4789,871,045,577,73,96,97,07
20060611,0,41492,43393,58445,94708,54289,04063,50767,85378,54050,7528,7528,8367,5404,4963,4814,2035,4071,4382,2619,6053,691,086,666,04,03,41,08
20060612,1,52292,98194,03836,11849,34422,22778,09593,14241,40257,8136,8136,6701,0232,1054,8371,9005,2621,3101,5292,1064,660,102,995,83,15,01,49
20060613,2,33402,29865,06624,58862,60440,98248,52737,11310,71517,0468,0468,4106,9305,4585,7811,0470,2329,6102,1510,1664,066,895,946,06,58,15,65
20060614,3,14877,85206,34883,26356,63659,94808,58972,85914,47500,6908,6908,6139,1651,0473,0037,1032,2933,6357,9410,8367,058,551,331,13,09,28,87
20060615,4,83932,12705,32643,49591,85034,78046,12057,94805,49417,0756,0756,1759,0340,6563,0669,9758,4464,0531,9161,4457,222,987,138,39,94,08,75
20060616,5,75552,83299,36230,06479,80762,10583,67166,46848,44473,6769,6769,5886,4314,3471,8988,5180,0588,4805,0939,2320,652,798,800,51,19,35,05
20060617,6,10978, , , , , , , , , , , , , , , , , , , , , , , , , , 
20060618,0,36654,95097,55878,13380,44238,75038,42651,42720,24014,5510,5510,5327,9386,8940,4761,5029,4426,3278,0056,0775,687,379,767,77,45,03,41
20060619,1,20501,65387,36738,34988,98395,22211,91632,72934,84253,9128,9128,4797,3686,3296,9092,1134,0538,4874,0822,5957,109,769,575,07,56,59,95
20060620,2,74514,14137,55220,34804,09243,31166,04065,79371,68420,3931,3931,2992,2815,1825,8097,8703,9785,7162,3098,4104,572,922,739,06,69,67,28
20060621,3,21386,23810,83118,74555,02816,21549,41419,97407,09748,8977,8977,0199,5712,5551,7374,3555,9991,2732,7944,3333,866,417,076,53,14,80,87
20060622,4,33873,18608,54967,71681,63987,98031,29673,88420,51488,8007,8007,0449,3760,7695,4248,8290,9036,1623,9176,7545,286,501,120,21,50,59,98
20060623,5,85429,07341,42652,66077,76196,43578,66826,04877,43126,4122,4122,1264,7801,5983,5232,5645,1990,3684,9152,2698,203,884,712,90,14,01,06
20060624,6,83410,50335,02344,56388,49070,68971,63834,80983,02653,8630,8630,7956,4852,7127,2724,3397,2576,1349,2091,4521,848,714,641,67,51,85,21
20060625,0,49126,62721,84520,59736,63915,40645,49219,84935,59883,1021,1021,9547,7841,6282,8623,9800,7461,6011,9877,8541,464,951,197,75,53,07,71
20060626,1,97844,27874,85282,21499,30228,93348,35013,79986,15366,6776,6776,1037,1591,5688,7632,9100,4037,6586,0726,5038,922,297,271,96,98,72,37
20060627,2,84753,37848,82664,94721,63335,16782,02653,30863,85545,6352,6352,4747,0401,9765,8399,8463,2555,8508,4637,1198,672,472,844,04,67,83,16
20060628,3,25029,58176,47012,55799,41904,45039,25896,52010,68273,3156,3156,8505,7925,0253,7996,8499,9700,9969,6798,9643,521,021,270,59,62,20,27
20060629,4,84695,60301,11735,78215,44057,15200,87559,50674,40808,1645,1645,5102,0869,7168,3152,9012,2790,7430,0413,1297,663,924,687,65,86,57,80
20060630,5,59067,64671,19897,51129,98628,22491,50140,21509,18887,1686,1686,0984,8221,0697,5791,5507,5654,0307,5136,4898,666,747,764,08,34,33,94
20060701,6,80526,80144,55756,10803,09996,07867,99987,30775,81690,1973,1973,6183,6388,5793,8911,8177,9060,6364,0268,8771,277,726,453,06,44,46,00
20060702,0,59455,23402,40637,60424,82552,71998,51047,69778,18690,3756,3756,7685,3828,5760,2737,9215,0953,8933,1623,1962,518,874,758,20,49,14,64
20060703,1,47925,00066,15864,63626,08139,94445,60340,57458,50937,7775,7775,0984,1231,9281,2502,8455,6100,3200,2253,2327,779,139,457,73,62,29,68
20060704,2,99704,42114,59100,98800,33509,68203,14912,41608,94775,1060,1060,9728,3608,3345,2671,4200,4047,7151,5173,0504,080,639,604,36,00,49,05
20060705,3,92067,81369,47928,88856,71625,56073,68329,31690,12757,6244,6244,5579,5780,8991,4093,8159,2056,8932,4694,0179,969,943,799,79,02,86,67
20060706,4,93542,23008,79196,93168,62808,92986,50722,18363,48709,9456,9456,2140,0063,2259,7318,0306,1252,7807,8151,9628,639,538,467,23,15,02,10
20060707,5,95196,34201,42060,49760,49584,82355,27287,44766,77531,9746,9746,7641,2069,6567,2397,6535,7654,1109,6856,9819,397,947,244,26,67,13,73
20060708,6,83823,09457,22572,79117,18714,04136,07096,36445,93448,2664,2664,7177,2704,1519,0872,1493,4259,3798,9824,8324,148,431,039,55,11,24,81
20060709,0,61902,01803,45916,37327,12233,61186,53638,84779,24892,8215,8215,9223,8463,0341,2449,1264,4335,9098,5470,8504,430,815,824,54,00,92,07
20060710,1,18829,14316,75535,38125,52187,06393,06324,19562,74940,6017,6017,7696,6686,0848,6983,7465,8059,6892,2904,1344,526,712,615,85,43,49,89
20060711,2,55332,35898,26674,16266,68405,42953,76031,19284,67568,5432,5432,3535,6362,0718,8839,9773,9875,4776,3661,4304,642,368,773,70,08,54,56
20060712,3,75686,30268,24745,32885,95052,40558,38751,27862,82431,6497,6497,8434,1198,9933,8043,9023,2096,0008,6800,0117,933,806,534,34,46,70,59
20060713,4,63680,77034,42882,52267,69818,44059,74029,51003,53105,0328,0328,5289,4111,9422,5617,4113,0532,6278,3189,7943,992,228,195,57,19,77,36
20060714,5,93760,04531,94226,82542,35519,36500,97352,89019,04898,3914,3914,1215,5341,3394,6647,8837,6826,0791,0228,9553,084,678,971,63,17,95,64
20060715,6,16504,55575,03269,90959,92873,98649,78477,95880,57589,2061,2061,2774,4193,6921,3815,7919,2720,0321,8866,4633,692,187,887,24,03,99,95
20060716,0,25048,14838,72706,04350,07209,16029,39744,99847,06666,8265,8265,8683,4751,8200,1321,2059,8916,2006,0455,4850,958,771,806,52,37,29,34
20060717,1,98153,80493,97344,42811,36231,30296,82527,47950,72250,2860,2860,3285,5870,3635,1337,7539,4775,6732,8929,0463,227,816,805,46,34,07,48
20060718,2,80541,21947,01751,29116,50498,86245,16624,08367,42301,3148,3148,0257,9781,0577,2503,8322,1407,5835,1115,6339,343,861,744,46,18,01,32
20060719,3,83073,41863,83851,68181,96751,16097,65587,75453,31227,6739,6739,9761,5723,7433,5219,9036,7358,9688,2487,8718,830,250,317,34,06,73,25
20060720,4,96754,35156,25263,25621,79850,67357,06417,20970,68909,6315,6315,0245,0371,1477,2682,3485,5556,0896,9580,3689,334,391,276,08,27,80,30
20060721,5,07210,39999,47527,98646,53801,23161,05355,06200,58626,2254,2254,3123,2462,8020,4132,3113,5426,0097,3208,8908,829,460,041,63,72,09,03
20060722,6,61227,26408,80997,61985,80219,83692,94519,95029,00709,2157,2157,5753,9192,3906,5979,0239,0738,3680,5637,3869,058,670,730,11,34,98,61
20060723,0,49657,41995,24241,34632,09069,29623,30158,28911,43350,6816,6816,7771,6779,9039,6966,1782,8992,8918,8698,1961,120,923,399,41,60,75,46
20060724,1,62385,05172,68772,51702,45129,70830,25658,59441,61808,2536,2536,9726,7784,0844,9375,8159,3746,8922,1771,7753,569,452,463,45,93,70,18
20060725,2,68361,55527,02666,20376,10461,14366,50635,49435,40268,6971,6971,7028,0490,7740,3891,8237,6981,0274,3514,7144,368,468,375,79,53,46,01
20060726,3,08890,65714,60561,82227,95140,89581,22564,14531,73993,4107,4107,0511,1376,6294,3841,1875,7169,9578,2949,3067,496,371,816,11,75,46,85
20060727,4,11405,04767,06266,75606,44993,81296,36785,86345,38234,1282,1282,4694,6013,2107,6969,9708,5448,7821,1272,1640,979,830,928,86,98,16,75
20060728,5,34371,30873,64893,24062,50033,01163,29824,06691,16665,8695,8695,4973,7065,5716,8092,2440,5688,8301,4287,0624,453,284,532,96,00,32,64
20060729,6,32031,23345,27850,63829,73942,76812,80327,71181,29709,8598,8598,6315,4134,5627,1304,7350,6266,5862,5794,9592,909,796,457,57,97,45,53
20060730,0,77153,74458,50629,43543,92202,99520,68151,38612,24405,4820,4820,9319,8870,1165,2081,4687,4657,2646,7407,7893,905,219,141,98,67,59,60
20060731,1,62094,35081,97194,16815,09529,46563,86473,92325,93957,8176,8176,3723,3732,6163,9440,6091,9437,2013,9489,3371,745,932,856,32,06,00,89
20060801,2,10502,53838,01132,97052,58525,72434,79022,54008,02982,9037,9037,3754,5066,5552,4719,6885,8557,7292,9905,9410,884,891,551,95,13,74,18
20060802,3,92354,81601,90846,07784,76003,55633,84029,10933,55135,4314,4314,7050,4160,6700,5700,6341,8310,1216,9529,1182,620,764,847,54,48,25,37
20060803,4,12765,18131,35144,13332,30237,85073,74974,21017,70605,2499,2499,5674,0360,1604,1179,4516,9409,1917,5457,3178,047,111,092,49,05,16,70
20060804,5,91448,24195,82216,27006,48781,53123,92685,65019,18282,4508,4508,0014,3491,9577,8908,1543,3329,0417,5077,3948,719,616,854,05,94,12,48
20060805,6,38172,71011,50032,88911,40593,82466,22636,37377,20596,0102,0102,6962,7124,9153,0239,9705,6775,9008,8570,7913,978,809,553,23,62,84,12
20060806,0,84582,89525,16569,77306,52659,48956,40108,67559,43384,2923,2923,6287,3014,8730,4483,6216,1587,9952,2254,8211,067,779,441,17,35,22,03
20060807,1,46066,19481,45516,34507,41031,45338,14274,50342,05469,5893,5893,7435,5510,5425,1889,4826,2532,1249,4946,3052,342,619,881,01,16,08,77
20060808,2,06813,17035,28643,97266,80801,64522,95204,68331,18735,4492,4492,8918,9510,1769,1427,1389,0882,8841,3166,1428,306,802,524,49,46,81,55
20060809,3,67967,77902,50830,96532,42977,66148,47522,51039,87799,4115,4115,6378,5430,8124,4502,5499,3230,0165,5822,7839,607,307,504,81,68,23,98
20060810,4,42008,18731,64254,03890,35822,18879,42747,51242,79666,3842,3842,8730,3622,4452,5624,3163,9341,4469,9628,8219,087,527,731,98,95,24,46
20060811,5,51661,25993,57251,58072,24869,79906,46321,28694,56188,5612,5612,7262,5923,6154,7453,8264,6901,3552,6817,2934,384,081,741,05,52,29,36
20060812,6,14547,38746,35978,93853,71434,80905,38817,29894,52168,8377,8377,8979,6324,1829,6055,3528,9483,3652,3618,3638,127,858,806,83,66,30,62
20060813,0,80707,98618,22441,15585,03218,23153,99402,72857,10745,6650,6650,1171,4822,6962,0558,0748,4032,4046,8088,4437,454,101,280,42,01,27,66
20060814,1,84546,89466,74628,74367,09023,36737,73616,58162,66483,4597,4597,4632,6244,9664,4204,2770,0160,0418,7874,1860,285,887,262,02,78,17,87
20060815,2,54084,33619,07631,11168,21799,13572,37465,59874,64362,5467,5467,3447,5970,4336,8774,9172,5501,3344,6914,3509,283,127,411,64,43,39,57
20060816,3,61469,57532,56383,94677,45543,64144,85154,99502,97828,2826,2826,0148,3453,8373,1035,3924,0231,2077,6890,6218,803,200,380,91,96,04,50
20060817,4,84688,87428,52467,19683,08303,68086,27759,79986,49180,7657,7657,9775,7835,9747,3365,1961,9144,1672,7123,9676,562,836,463,11,85,15,13
20060818,5,74016,27221,37288,03236,27503,72282,12749,96378,43651,2845,2845,1510,2007,7569,1569,3227,0513,5190,2055,3718,056,025,539,77,40,85,02
20060819,6,56889,43830,32134,65417,96717,44209,51348,83417,64289,1433,1433,2089,0777,9961,1752,4896,8469,2897,5441,0717,629,525,443,53,67,32,44
20060820,0,29753,38982,92774,92239,61257,73074,68662,91191,81629,7375,7375,6629,8974,8664,6499,0379,7818,0055,4530,9352,117,706,892,18,92,08,26
20060821,1,02144,27729,36864,68514,56542,81070,24168,85143,71327,9084,9084,0735,9577,4542,3134,6555,6013,0955,4572,0143,744,972,841,17,83,95,57
20060822,2,10540,82411,88349,86311,74795,80146,75999,88732,65824,6559,6559,2591,2103,2252,3171,7302,0875,8170,6688,1217,468,628,520,73,14,96,90
20060823,3,63951,78909,73388,33600,32486,24960,39036,04134,41940,3379,3379,3945,9045,3806,4280,6000,9051,9903,2117,4068,817,174,048,83,81,13,40
20060824,4,83190,23970,06466,67491,03497,40797,51920,60060,08556,7029,7029,7251,7289,6777,5441,7699,6022,5938,0674,4684,113,374,690,26,28,37,95
20060825,5,72934,11572,27194,10909,05711,65699,37796,24668,04766,9021,9021,6271,7097,6893,7574,5044,5464,7877,4546,4970,534,406,095,26,50,30,07
20060826,6,82328,11203,16999,78815,74505,62311,96747,28837,24567,0447,0447,4635,9982,4358,7535,3880,4580,2955,1513,5461,881,772,113,01,80,62,04
20060827,0,59623,62539,50721,51695,61638,26682,69670,93058,97311,5374,5374,0884,6639,6808,5912,0426,4413,7258,6514,7311,524,098,389,72,37,18,26
20060828,1,21999,58631,46271,47108,63605,68408,06575,95647,25178,5515,5515,6719,5836,9982,3196,6401,7028,0957,6579,3523,606,683,603,05,06,32,85
