ngay,ngay_thu,dacbiet,giainhat,giainhi_0,giainhi_1,giaiba_0,giaiba_1,giaiba_2,giaiba_3,giaiba_4,giaiba_5,giaitu_0,giaitu_1,giaitu_2,giaitu_3,giainam_0,giainam_1,giainam_2,giainam_3,giainam_4,giainam_5,giaisau_0,giaisau_1,giaisau_2,giaibay_0,giaibay_1,giaibay_2,giaibay_3
20051020,4,04269,25576,70124,46617,97102,38687,44765,61566,77655,8749,8749,9014,7417,4477,0770,0186,5661,5529,4785,8899,159,651,343,62,72,52,67
20051021,5,59403,25344,40830,10019,81764,88907,31587,75240,27083,7286,7286,1679,3094,2775,4082,6392,3172,8271,4128,3500,884,958,202,72,85,40,66
20051022,6,08310,58608,50000,59179,62552,13847,74936,68362,46834,1159,1159,9650,8860,2709,9332,4288,9208,3789,9046,6363,719,844,829,70,04,28,88
20051023,0,69886,76464,65666,05897,88694,33599,34452,14077,02230,0358,0358,7676,8166,6355,4985,1705,8626,4683,4002,7948,319,941,051,14,20,02,28
20051024,1,07114,77041,15383,37721,32601,96927,26920,29767,93215,9620,9620,3969,2789,4832,1978,6489,0508,0067,9404,6072,718,041,176,36,91,37,67
20051025,2,25734,92511,41704,71001,83168,09955,86289,91106,05785,4786,4786,0888,9036,4371,6518,9803,9780,8732,7372,5088,693,402,167,95,54,12,21
20051026,3,31791,93315,71696,32690,47434,56463,39191,02433,14330,5568,5568,3634,2236,2852,4045,6882,0629,7924,4646,3118,748,798,588,14,13,79,95
20051027,4,79406,49690,35862,02321,46567,78870,90893,90783,10321,0530,0530,9859,5324,6220,0781,8929,7838,1553,1435,6642,746,979,476,43,04,96,21
20051028,5,54238,22592,41618,54256,42810,16494,69082,81683,73336,6396,6396,4223,3719,8537,6626,8790,4594,7895,2808,9695,915,557,772,63,91,83,87
20051029,6,27483,77224,20409,95083,99245,74190,84277,71742,10346,6976,6976,5696,8374,8380,4078,0772,2468,9103,7500,3716,105,898,533,37,44,56,52
20051030,0,78585,20369,47464,88428,67910,87764,89392,25457,86695,1719,1719,7792,1777,0774,9605,3405,2452,5740,1891,1301,743,262,416,18,05,74,21
20051031,1,23764,90793,70953,36139,79971,96078,92800,53265,76654,0746,0746,9431,6802,4693,1872,7906,5668,7229,7350,3670,631,231,701,57,34,58,19
20051101,2,09946,62450,87555,29525,25522,92182,42875,15978,03009,7099,7099,6239,6981,3214,3834,1053,5426,5779,0175,5164,175,713,957,43,19,80,53
20051102,3,47678,83581,53359,26296,86353,97600,47626,28355,08174,9536,9536,7807,5462,3958,1432,4848,5541,9954,8030,1722,406,704,768,29,07,10,66
20051103,4,46216,92580,03219,54951,79238,24748,40063,06031,52952,5043,5043,5290,3617,8575,3832,3996,5531,8992,2672,4255,009,706,580,51,88,69,48
20051104,5,06615,11961,97651,78130,50057,90283,79694,12130,57095,8871,8871,1215,8410,6465,1039,1684,6284,4596,3288,5636,607,424,673,96,73,89,14
20051105,6,60256,97373,68203,38830,51304,68225,29732,80592,63929,1199,1199,5451,9542,5952,2320,9684,9014,8632,5254,6622,876,978,140,34,36,32,69
20051106,0,84464,07295,94349,34455,35387,47292,32585,52821,77804,8784,8784,3547,8977,3194,1288,1357,9656,5711,0166,1725,250,987,997,96,51,69,25
20051107,1,24795,82562,31716,97001,69797,85710,13727,37602,56545,8368,8368,8500,9936,2100,9745,7166,9663,7416,0568,3301,869,794,459,75,71,72,14
20051108,2,84860,26456,91455,78835,27425,22386,02107,48861,85799,6470,6470,7231,3820,6007,0468,8377,7618,4560,4067,2077,242,316,043,10,83,29,12
20051109,3,43990,45262,11040,51969,20594,17403,10310,49587,83861,4862,4862,2878,7920,3341,2296,4700,1750,8856,7262,9510,915,692,545,65,68,23,77
20051110,4,72718,89658,87421,06233,26999,96608,63271,34872,73808,1253,1253,0997,3492,6902,6023,1145,9074,4522,4574,9132,344,529,253,78,62,83,47
20051111,5,77533,56840,62114,78290,57937,74062,78225,78014,27098,7129,7129,7766,4725,6304,9186,3616,5317,5757,3076,2839,950,652,412,70,94,30,24
20051112,6,85287,86749,27091,91975,14356,73199,98212,12544,25677,3521,3521,3861,1266,9676,7788,2907,4439,4744,5599,4104,196,024,372,01,78,86,15
20051113,0,28979,78492,07962,15554,15838,54483,90969,43809,25535,6459,6459,2886,0691,8941,8688,4103,8371,0401,4375,0395,182,704,602,78,34,65,77
20051114,1,83519,69637,73328,25111,85848,84388,25721,38344,13610,1313,1313,8774,8032,3843,6467,9383,4913,9308,5573,9749,523,128,475,83,43,40,36
20051115,2,57506,48455,81344,29781,54534,10472,58810,26776,94508,2399,2399,4863,3167,1706,8927,1815,1662,3354,7174,0941,111,194,569,37,20,71,18
20051116,3,13114,70236,14255,23519,87429,22907,92789,83681,65332,4189,4189,4551,4498,2789,0666,3904,8543,0036,7909,1954,386,328,783,74,93,27,06
20051117,4,74793,81220,21769,06598,12115,81170,09966,22390,40194,5320,5320,2615,8737,3607,4251,7032,0932,8609,2383,5381,330,169,066,68,53,84,26
20051118,5,94294,80335,71749,45920,35525,09161,92372,36364,16063,1296,1296,2527,4901,5373,1246,1408,9479,7517,9676,2230,999,311,727,22,06,02,46
20051119,6,10230,58646,72724,61642,90190,87361,50294,11349,97894,6706,6706,8679,1309,1846,7411,2521,2790,2646,8186,4820,116,789,669,49,41,70,88
20051120,0,22003,33761,37949,10316,16975,76159,78441,51429,92903,6618,6618,5807,8880,0658,8732,5730,5903,1460,7864,0561,986,785,015,34,72,62,51
20051121,1,74081,93273,08275,40512,17388,49154,80132,03113,05866,2063,2063,7854,9361,7337,1011,3722,1875,4692,1052,7947,427,706,953,23,25,74,77
20051122,2,34300,67526,64508,79037,16447,92005,41949,33683,91680,9622,9622,0589,6231,8517,8197,2670,7788,7703,9347,5578,919,838,412,95,65,91,64
20051123,3,95008,32085,59522,57887,27171,88121,82493,04742,83342,1956,1956,2857,6180,5346,8191,0974,2446,0425,6390,6848,214,851,269,61,08,01,64
20051124,4,74258,13802,11485,22012,16275,11958,70258,11440,28292,7896,7896,0416,7185,6308,1266,9406,5542,5775,1838,0473,063,185,760,23,18,81,09
20051125,5,03464,94605,13791,71057,71541,86592,72378,23622,63234,5304,5304,6289,3868,5479,5757,9382,6844,6071,7208,7672,113,032,079,64,76,02,24
20051126,6,09008,39844,80105,12140,51348,83080,92770,76673,82919,5251,5251,2224,8261,1881,0236,0406,0290,3880,6988,2297,302,824,963,53,58,72,21
20051127,0,67471,40653,78971,25812,56691,88951,48846,14104,41327,0909,0909,8217,4174,2764,8378,1243,3717,4425,1118,2408,745,876,215,51,47,66,27
20051128,1,89348,90835,62139,59889,53204,63302,23231,65757,88286,5662,5662,6091,7760,7809,0262,6845,4377,2677,4952,3027,236,521,931,23,16,32,82
20051129,2,09824,42109,70384,91107,15383,15695,50621,11459,69175,7321,7321,0203,1243,1762,1755,6353,4336,8748,1845,0979,216,801,433,21,93,04,67
20051130,3,74087,81003,31932,68924,45111,17337,54752,26354,55057,7782,7782,1868,6966,1944,0238,8088,2120,7657,4426,2046,214,269,154,07,40,35,42
20051201,4,15508,30892,64880,59744,16161,49098,45583,97577,86133,1780,1780,2665,1225,5325,3766,3279,3635,7883,9089,6860,079,571,926,94,39,35,29
20051202,5,19624,32360,89674,32254,91069,82960,43942,95575,97495,7925,7925,4477,3635,4048,5325,8873,3957,7178,8770,6911,846,294,590,17,54,32,83
20051203,6,29411,14928,95320,52775,60634,77145,10865,24367,59700,3984,3984,9539,7336,6344,2205,9726,9068,7431,7491,5303,988,049,697,64,32,43,02
20051204,0,80004,87534,12038,59335,46347,70317,43231,82736,05597,0839,0839,0603,6213,4918,0955,4831,9993,7715,5629,9278,925,730,085,32,38,86,73
20051205,1,75026,04373,94573,01727,53747,96145,73502,74570,34229,2535,2535,7865,6034,4186,5610,5259,2212,7622,0474,2710,253,584,592,85,93,67,08
20051206,2,75343,10810,18063,38219,25293,09759,37511,72727,86421,0792,0792,1269,5863,0103,6977,9301,2934,3389,1887,5105,651,541,950,10,12,45,86
20051207,3,83110,15975,56748,76343,01023,89269,43183,38013,15101,9395,9395,9136,4591,1179,0582,6177,3596,0885,8296,8167,183,760,717,37,54,53,15
20051208,4,72225,36137,72013,59906,68563,26277,02443,26587,65935,4130,4130,5955,9568,3459,0842,2949,7151,5966,2837,1565,188,864,254,83,54,11,74
20051209,5,61217,09451,36203,17377,34216,03803,09333,56343,70879,2705,2705,7146,9945,2726,3656,9890,4512,8958,7195,7329,409,397,517,79,74,25,18
20051210,6,91298,82453,47459,43214,96740,20116,77302,23950,62836,8050,8050,1785,2708,5465,3859,1044,0999,5301,9015,0239,517,670,501,69,52,29,32
20051211,0,45352,81895,27596,66491,76528,78945,50058,66915,43159,0540,0540,4117,9858,3167,7189,7090,7364,7659,8109,1986,508,544,638,76,13,64,92
20051212,1,55418,15342,13852,32706,96443,54182,20237,72883,30348,8557,8557,7704,3071,0154,6133,8929,3676,8733,8891,4373,902,453,485,62,36,92,63
20051213,2,14938,12296,99434,56202,02918,72925,10135,17778,59025,1291,1291,6461,4091,0049,6645,5585,1548,3325,2014,5759,849,053,669,79,57,65,41
20051214,3,17124,01424,16893,37551,83474,33404,58743,91165,29298,6823,6823,9644,1782,2019,4418,2175,9042,3009,5449,6685,070,375,097,13,41,63,22
20051215,4,24605,40510,86578,89116,14324,68408,87119,04649,77711,7070,7070,5902,7662,5570,5068,1635,9884,1948,5647,4582,769,991,097,26,86,76,27
20051216,5,28448,76573,05404,71525,67382,44413,75513,13047,14536,9686,9686,6226,4214,3902,7288,9226,6534,5955,8291,0764,494,928,592,15,96,92,98
20051217,6,36066,93224,70402,10254,50665,48407,72408,89617,59485,9207,9207,1148,5386,7405,4568,7820,9790,7545,8142,1445,189,201,447,23,28,32,61
20051218,0,95323,88158,82262,68934,92429,85167,11579,09469,27302,6977,6977,4889,5868,6369,8673,6328,1418,3734,7486,4075,381,761,345,48,67,44,65
20051219,1,93886,77159,80050,37666,19702,34992,55183,61865,11931,8233,8233,3311,5952,2170,6962,8721,2646,4823,2605,1969,754,707,440,40,59,88,68
20051220,2,35292,43105,49605,42926,88497,57475,11182,64009,14293,2953,2953,1942,2986,1240,3773,8278,5171,2279,5457,7081,230,165,476,56,19,69,11
20051221,3,45087,54214,20030,90752,67399,23093,24346,25447,44044,4767,4767,2616,7361,2723,2714,3393,2630,4765,2101,4973,629,769,896,34,73,67,76
20051222,4,76127,09688,79445,05616,65390,42224,19672,43964,05317,3237,3237,8564,2201,7837,0087,5619,1255,5935,2724,5834,695,688,473,60,82,38,69
20051223,5,21345,25710,69084,68691,41713,04608,66477,55275,70764,1119,1119,6233,0829,3878,3951,8087,6207,4686,5220,9207,450,452,435,22,67,39,78
20051224,6,65520,88336,92448,41493,53086,11234,08774,31549,82789,5358,5358,8388,4929,8062,2330,1442,7924,4880,6928,7623,337,272,726,17,77,99,89
20051225,0,41252,03054,14490,13518,81664,32629,93724,81529,79937,8238,8238,1503,0912,9459,8347,3054,6411,3320,5743,4332,811,217,819,76,92,65,17
20051226,1,44991,17231,44589,36008,83668,57631,93890,96797,97625,2317,2317,0983,9091,6121,2319,1658,2601,8418,0435,8662,464,503,717,74,69,61,05
20051227,2,09778,31496,07092,61248,47445,58824,65842,26607,53530,8884,8884,7376,9560,0336,0316,3613,4191,1484,0558,4773,884,365,384,66,05,50,07
20051228,3,64632,82177,22028,75601,72490,33805,60942,35724,09315,8896,8896,9083,5281,6039,4636,9068,6657,8079,5546,6638,993,470,606,30,39,16,71
20051229,4,99368,46055,62778,60289,88506,69626,47494,79209,66476,8465,8465,1393,4087,8999,5796,9647,4446,5179,4744,6508,865,175,769,78,24,43,86
20051230,5,48190,91333,58172,14448,90565,34900,50614,46798,63892,8065,8065,1148,8360,1714,8479,8089,8286,3284,1481,7953,531,695,049,72,34,66,31
20051231,6,84069,49627,05573,48022,09718,85000,63953,93888,66863,1925,1925,1731,8723,4761,8612,2841,9382,1547,4458,2559,483,523,305,26,69,13,16
20060101,0,26850,07853,04492,05309,05322,23963,31598,09472,23298,3838,3838,6660,8830,4177,6954,2724,9612,4249,0841,5036,669,011,393,55,73,48,17
20060102,1,99465,24459,03002,92824,90595,18384,31652,20526,64663,6992,6992,2054,0129,2690,4325,7486,5726,6459,9926,7226,156,158,924,67,52,17,56
20060103,2,66962,96091,79272,63919,69639,13060,99813,06413,17507,5200,5200,6312,3182,8865,6105,3027,3018,3822,7060,5612,328,866,369,83,91,48,24
20060104,3,67400,68739,23322,45237,56053,14497,96447,84080,20740,8833,8833,3902,9082,8141,3489,1927,8954,0569,4405,2192,971,376,473,60,14,90,11
20060105,4,23748,37632,92695,83243,92942,09570,23686,30338,52925,7572,7572,1053,9677,3574,4527,3481,0257,6728,3973,5502,301,610,597,96,84,43,20
20060106,5,45172,75870,63524,21394,67602,62298,44397,26231,38591,4180,4180,5094,9946,1845,5202,7874,2247,6007,4017,1391,514,665,412,78,82,20,36
20060107,6,51647,17944,31789,29114,89120,11401,43053,79538,24849,0451,0451,2057,7942,8838,6954,8061,4050,1028,1953,0552,471,259,758,29,67,99,78
20060108,0,30779,22951,82915,54772,40572,98379,86437,15666,33954,1936,1936,8247,2538,2402,8907,9584,1645,3103,2107,3845,243,344,273,46,57,77,89
20060109,1,25322,80107,57138,28695,91818,62516,52447,64522,45151,2505,2505,6999,6708,2481,5990,8740,2501,5594,3909,0231,752,647,637,67,64,76,94
20060110,2,26491,81420,54342,19931,31570,16805,97146,49906,99254,4181,4181,6501,3257,5948,2733,0188,7518,2826,7338,1138,163,146,973,41,77,22,79
20060111,3,46333,55581,51338,86741,27879,75421,27223,02067,62269,0679,0679,5127,6681,1925,1773,4641,2403,3653,8128,2361,741,916,726,75,98,31,39
20060112,4,65327,50886,78159,72889,04378,30724,66119,24341,00647,4549,4549,7219,3291,3162,5260,7487,5530,3294,6478,2403,381,995,129,10,99,85,92
20060113,5,03188,15034,91703,97894,21666,70716,16644,67237,36380,1053,1053,9795,6952,6419,9210,0073,4132,8407,6172,9033,887,888,263,04,72,44,83
20060114,6,98421,15965,80658,95213,75629,10040,88732,48935,22934,8164,8164,2929,6101,8643,6470,4860,4698,0681,8171,3464,219,162,120,92,27,02,23
20060115,0,48258,20253,65434,56672,82838,74594,01646,25902,63534,4198,4198,2657,0262,2967,7138,4873,1527,9715,2378,3397,059,405,077,33,84,76,48
20060116,1,19007,87049,70592,61576,23282,82529,63456,16943,31188,1312,1312,0927,2959,3716,8739,8722,7492,6320,6982,2348,465,128,851,29,89,15,26
20060117,2,58265,32394,99562,90098,91049,37855,23408,68631,17410,1527,1527,2165,9934,2749,1283,1606,3176,3881,4171,8208,987,738,976,19,14,80,53
20060118,3,54174,74899,79190,46904,21297,26554,21574,33884,14425,8819,8819,4414,8471,3975,6032,3564,8381,9484,4052,3618,742,082,068,18,48,03,58
20060119,4,96100,17885,86220,39195,36408,13625,37288,74259,80782,7895,7895,9367,9104,0665,4590,6273,8582,8247,3581,1983,485,785,069,71,76,05,02
20060120,5,10418,30298,72399,70700,60579,18396,98417,22774,25531,1260,1260,1598,8405,5702,7440,2752,0177,2544,2839,1658,321,998,824,85,07,56,74
20060121,6,99791,17178,78059,97610,97144,96490,35532,51241,73907,4671,4671,4786,9645,9272,2587,1607,9558,5665,8011,4832,257,771,381,89,27,84,36
20060122,0,46312,79960,58682,96969,43537,22306,85503,17386,55992,3505,3505,8876,6172,4467,0347,7062,3984,2345,3780,2087,032,509,999,45,29,56,38
20060123,1,46512,82329,01464,51698,62339,24222,49534,95067,22110,6989,6989,6905,7560,5943,5208,1680,0790,1816,8664,1581,193,953,978,64,49,21,86
20060124,2,46319,46682,62119,55688,59991,18553,93666,80393,49620,5642,5642,4815,2280,6224,2827,2275,0592,6817,8121,5701,724,376,442,80,17,76,41
20060125,3,10303,48059,94812,72671,88450,98807,55570,73205,14783,2454,2454,9150,8963,5725,7726,7370,7297,5229,6275,6681,217,750,749,51,29,33,48
20060126,4,37516,51342,48213,63461,24823,66483,43715,68478,24965,4820,4820,7501,7975,7720,9245,5084,1545,0407,5768,9319,468,585,389,39,85,33,38
20060127,5,96885,46241,48903,92904,17436,27940,64763,88572,01106,0112,0112,8703,4124,6697,0091,2056,0778,5128,2798,0536,829,178,393,35,96,91,53
20060130,1,13128,63531,77144,64493,45132,96690,57995,31392,84749,1708,1708,7707,5602,1563,5640,5795,9452,4245,3164,6684,707,218,131,81,05,23,03
20060131,2,94868,24758,12685,00506,41553,04104,38806,06741,96483,0025,0025,9380,2322,8994,6930,3907,3117,2391,7572,9300,632,390,773,48,91,94,39
20060201,3,70134,41737,15339,76118,79705,85710,50168,06041,56347,0849,0849,3496,0844,6292,4160,8764,3960,5186,6394,5034,316,962,400,87,56,39,68
20060202,4,12607,39063,14768,24126,21177,65031,94117,81978,92750,3055,3055,7202,3140,3397,6277,5912,6985,4853,1909,7096,292,029,147,52,80,67,23
20060203,5,90538,67696,00733,86163,41659,11262,81009,01688,90148,0265,0265,2429,5689,3511,0469,4502,9172,1949,5362,3246,029,227,582,39,71,42,91
20060204,6,89913,71285,34602,00628,72625,06932,67221,16485,95436,9542,9542,5116,9177,1638,7912,0150,7552,6782,4534,0082,128,577,725,59,42,16,88
20060205,0,58189,59663,05307,22685,67525,91058,62885,10862,83161,1251,1251,4910,1408,9630,7373,4422,4179,1202,3188,1112,201,783,942,82,52,83,42
20060206,1,55857,65603,46463,01581,09938,71204,11298,06659,32649,1734,1734,4033,9947,1925,3629,4417,5782,3900,4535,8322,709,739,153,70,09,66,79
20060207,2,25681,15202,45031,43274,66936,00215,07895,20997,74919,4719,4719,5253,1282,9295,7686,5857,7733,6578,7688,4456,104,717,265,65,79,06,86
20060208,3,52808,05921,01457,20797,68122,08219,89092,13105,60637,7308,7308,9998,6950,2806,1318,7596,3360,2795,5034,5209,557,426,930,72,90,93,40
20060209,4,97239,81219,53125,86195,55708,01519,12681,18383,93762,1418,1418,9854,0315,8326,4705,3133,3066,5447,6307,5396,760,955,842,29,19,56,18
20060210,5,61803,92481,38189,98486,82956,97682,69072,10160,81037,9695,9695,1739,2666,7092,6922,1055,8450,4929,4771,6966,411,553,949,12,37,48,99
20060211,6,30760,52316,59477,87248,08138,98621,69786,81694,88249,5767,5767,7015,8997,3993,4314,3741,6841,5375,0996,0898,830,985,617,54,96,89,99
20060212,0,78278,08162,61386,16865,19390,51054,27458,99085,64660,0844,0844,7465,8308,2109,2768,7400,4312,7739,7860,2742,450,371,915,88,41,02,63
20060213,1,13103,77950,31329,13730,29675,11598,17845,22696,39452,5396,5396,4723,9812,0963,3325,4826,0526,2102,2912,8313,319,875,217,95,97,67,83
20060214,2,04643,04318,29213,95859,98336,72073,62970,32919,56247,7400,7400,4839,6701,2694,0096,8162,2854,0898,3643,1040,481,186,870,08,70,96,24
20060215,3,58730,64909,94023,84234,27293,09446,68981,70918,80934,5243,5243,1790,2803,8399,5943,3116,9266,7260,5815,2615,801,268,166,35,86,18,32
20060216,4,00426,47273,02622,26954,06682,93377,46796,18998,72326,5372,5372,5459,5881,5817,4785,1179,8608,5758,9132,6896,142,360,864,22,53,65,51
20060217,5,18932,25976,71477,31374,17133,06549,94220,67640,36527,7079,7079,4063,7388,2872,6840,0931,5940,8227,1544,7152,071,693,120,91,75,92,89
20060218,6,72766,10921,15910,06902,63582,26913,44307,32774,08426,3096,3096,7840,5036,2947,3155,8601,8515,4000,5496,2332,512,357,434,48,40,18,60
20060219,0,61777,36843,70095,01549,34600,38343,61755,05935,92652,6759,6759,9275,4903,4113,6311,9294,2774,4434,2402,8448,245,751,229,12,70,83,45
20060220,1,67700,09269,20366,64355,80470,04127,29928,07181,49599,0312,0312,3253,4063,7597,2321,7792,3468,4244,4251,7892,141,234,340,92,95,73,07
20060221,2,92091,97512,44910,72577,47541,04136,23316,64684,09742,2251,2251,4661,4482,5125,2869,5537,1632,3383,1897,9677,321,070,493,32,47,16,00
20060222,3,24165,68564,40166,81209,17448,21382,04010,82897,37935,5817,5817,5904,7266,5843,3841,1767,0851,7179,4658,2426,515,780,024,22,10,35,65
20060223,4,15758,41172,81801,91839,66460,66102,34530,02836,53567,2183,2183,9557,8931,5499,9770,8780,7687,0786,5627,7137,915,644,545,31,09,63,62
20060224,5,17805,21239,57543,69106,87811,15922,11178,05930,21015,9165,9165,8974,5830,0172,6952,7222,9104,8416,9446,0479,266,075,230,81,95,58,83
20060225,6,91484,00097,49044,70662,95598,15286,34241,86709,24651,3013,3013,5674,1669,9047,1647,2193,2098,2876,7319,0009,844,700,062,04,08,40,96
20060226,0,61779,09124,84311,79122,27294,43101,60316,69135,13961,8631,8631,7603,4075,3727,0043,3210,3124,5866,6898,5314,313,744,154,87,81,50,45
20060227,1,66912,94648,29959,05547,39946,28013,96787,54953,01062,7265,7265,3703,2814,5921,1638,5035,1400,1054,8282,2983,913,643,795,15,73,46,83
20060228,2,04909,67090,60749,66371,94712,11211,26713,02824,75853,6145,6145,1713,3596,7444,2493,9540,1529,3738,4514,2996,838,122,216,08,14,25,75
20060301,3,12705,07226,90146,38890,16776,11339,58111,09754,82675,8174,8174,4848,4434,1875,3344,8471,1824,4185,1789,9986,587,450,378,18,16,78,21
20060302,4,26526,17584,61932,34201,25438,27328,24292,79860,86791,5261,5261,3084,6418,4858,6993,0204,3198,8480,8290,9626,729,493,311,41,91,19,48
20060303,5,24024,95207,06769,98616,10738,20559,52038,81662,13625,0878,0878,7145,5356,7516,1928,9437,6683,5865,6154,8255,210,530,156,47,48,14,51
20060304,6,85160,91084,68912,99892,40686,50656,85322,48051,28578,8431,8431,4947,9253,3474,8915,2904,1183,8561,0998,0955,603,072,746,75,65,36,48
20060305,0,16356,36319,80769,98277,95113,12360,66009,62508,70996,3688,3688,0136,7780,5332,4903,5204,8338,4463,8631,7382,110,594,286,05,97,36,18
20060306,1,71676,78890,13199,23293,49998,68840,65651,55278,60852,7143,7143,7605,6000,4015,7965,6480,2507,0370,8513,6714,137,317,989,89,27,90,02
20060307,2,64242,37430,72256,00400,03995,04051,27402,00890,83200,7726,7726,5171,0638,4823,4839,0720,7556,0502,1029,9924,210,922,893,81,28,12,84
20060308,3,94246,76372,05906,36183,48138,91841,36416,79669,52042,0527,0527,7588,6508,1140,9180,9660,4400,3456,2146,7661,324,633,532,37,85,30,39
20060309,4,45201,81786,96718,76505,33192,05373,93493,07681,27272,4201,4201,2543,7732,1775,1682,1290,4687,3602,2458,8145,550,525,600,95,72,81,45
20060310,5,73410,51279,98535,36399,96734,64681,65630,51497,12326,4664,4664,6945,3563,8901,9290,0674,5080,0980,0613,0657,296,872,194,47,72,41,88
20060311,6,68629,18831,57290,31413,80774,36351,75046,00617,89703,1046,1046,1137,4262,2332,1346,6532,6559,2226,5946,3046,235,476,470,75,71,33,00
20060312,0,06903,28053,34629,56469,86818,00902,66335,44425,71682,3213,3213,4248,6520,7006,3830,8755,8776,8422,5269,6092,925,810,636,65,10,97,14
20060313,1,70509,19845,79706,62089,25674,00167,77247,09436,03888,3685,3685,3975,1950,9471,9010,0093,6527,5764,2950,5704,650,212,901,31,65,57,16
20060314,2,78556,35979,63999,04829,94268,29647,13557,97895,09712,7145,7145,0599,1688,9075,5563,1167,8215,1911,5079,2742,804,200,799,34,81,74,10
20060315,3,73428,05299,23290,64474,06375,69497,48346,06282,83918,7213,7213,0824,4672,2987,8912,8185,3925,7300,9519,3678,130,838,876,79,17,22,80
20060316,4,42919,82684,62430,39223,45217,09696,98811,37913,32721,1965,1965,9694,6524,6240,0547,3446,2165,6264,0620,6635,800,510,943,32,44,54,08
20060317,5,37670,69668,10587,78570,63025,69500,62227,13737,53345,2647,2647,9672,2239,3786,1703,6265,1810,2937,2393,3964,394,856,594,57,35,82,29
20060318,6,75045,66924,50096,32753,20224,79561,83729,66771,42783,5421,5421,9004,1372,9915,3945,5557,5558,7676,5992,6941,711,421,585,87,16,50,18
20060319,0,03744,21237,52478,20380,37944,11801,07346,21066,51224,0960,0960,0190,2823,8484,6064,7440,9329,2739,8485,0114,830,879,883,95,01,39,20
20060320,1,84630,47160,91173,52727,45836,56648,55434,37398,63272,7667,7667,2761,4333,5257,9267,4719,8605,3091,8134,0341,531,543,720,30,61,21,52
20060321,2,04008,37473,08178,88236,79864,15099,78889,18466,79979,4363,4363,1789,5167,3739,1495,1628,9358,7075,3191,7484,138,203,194,94,33,69,10
20060322,3,79248,01668,61945,82102,19568,31202,10402,15682,09429,7696,7696,3261,9405,6175,6162,4721,0074,9821,4866,6095,004,821,829,81,27,92,20
20060323,4,37844,79697,02971,21210,74820,20188,35738,46968,20007,1997,1997,9108,6721,9339,5503,5059,7374,5888,6880,4228,309,439,640,69,35,11,87
20060324,5,54200,80947,27567,99586,45993,37287,56676,09692,55272,1542,1542,6323,2485,5964,1858,3889,6488,8026,9788,5476,499,676,377,73,24,04,54
20060325,6,25443,62551,46484,42554,23227,58168,83233,31970,36651,7322,7322,3647,0261,5268,1058,3341,2535,7754,9508,9166,993,967,937,63,31,03,26
20060326,0,16846,24757,35926,28866,64232,34408,88495,74556,56088,3651,3651,4704,4748,3823,3848,3228,5310,2487,2438,3691,767,927,952,27,69,90,55
20060327,1,28952,87801,62147,18421,05700,42251,66992,78353,64555,8517,8517,3518,3378,6167,4553,5867,1144,7788,0579,5270,730,625,817,87,61,06,15
20060328,2,83043,33425,71515,17631,15208,90378,41334,22190,61784,5926,5926,6289,4449,2246,9696,5326,2971,0012,2540,3127,508,066,844,09,38,48,61
20060329,3,17011,56531,38865,67921,66180,52672,67705,14446,26440,8200,8200,7384,4717,6922,7455,3430,3357,2594,2023,7176,296,808,791,84,27,43,40
20060330,4,87530,47976,30234,17729,29681,16823,22295,92024,97590,3330,3330,1876,2124,9272,5242,1728,8569,8183,0737,5585,042,423,575,54,97,94,03
20060331,5,77592,36017,57393,01153,90014,67445,69891,44082,54345,2751,2751,3176,5462,3031,5651,6191,1438,5272,0368,5502,558,952,997,22,52,72,48
20060401,6,21042,58820,82153,52643,72882,97496,24214,39414,99044,7290,7290,9958,1432,6391,1065,1225,5784,9190,1523,8426,606,654,216,31,97,70,35
20060402,0,06163,75839,64347,93009,50652,03764,05598,97080,41872,8433,8433,4365,7558,1219,5589,6859,4493,6171,0231,5120,141,793,154,55,13,32,67
20060403,1,24385,93564,68717,65185,77577,92775,72802,04579,17279,2085,2085,0901,5337,5722,1339,3018,5992,7390,9692,5498,892,628,973,13,61,63,83
20060404,2,67216,05285,52442,93849,40797,73784,09861,32289,68407,2682,2682,5978,2156,1908,6627,5609,7512,2318,4793,7423,755,431,587,40,54,27,22
20060405,3,46685,78910,82960,05922,37065,48995,23054,27714,87287,1411,1411,1780,3722,4853,0376,7114,2434,7270,9430,1465,993,205,171,78,47,55,03
20060406,4,08483,48119,07428,26861,79327,71276,10715,84899,83862,2753,2753,7508,4840,3531,9092,7403,0074,7780,6677,4833,717,202,766,51,81,04,33
20060407,5,17185,67882,67403,30153,54306,31871,39131,21198,98172,3696,3696,6894,3561,6427,8420,6291,1497,7752,3382,0231,290,566,143,58,08,21,44
20060408,6,82006,67882,91944,68234,46011,97871,53151,48885,13464,2287,2287,5397,4347,7859,1244,6625,7915,9183,0999,5860,315,482,995,02,09,84,34
20060409,0,13369,27053,37521,49279,21867,21419,55375,30399,31078,8495,8495,2284,4247,4802,4195,6004,7373,5289,0242,7730,093,863,703,01,73,38,09
20060410,1,96977,36101,92536,26522,85353,64059,96515,91504,53593,5819,5819,1138,2881,8657,7088,0755,4632,2399,9256,4438,238,477,232,14,09,07,64
20060411,2,89477,67398,02410,43230,15452,95053,50248,70509,35597,3095,3095,6690,4511,4544,3851,2673,3965,2094,3595,1963,256,827,951,67,29,70,26
