gt_0,gt_1,gt_2,gt_3,gt_4,gt_5,gt_6,gt_7,gt_8,gt_9,gt_10,gt_11,gt_12,gt_13,gt_14,gt_15,gt_16,gt_17,gt_18,gt_19,gt_20,gt_21,gt_22,gt_23,gt_24,gt_25,gt_26,gt_27,gt_28,gt_29,gt_30,gt_31,gt_32,gt_33,gt_34,gt_35,gt_36,gt_37,gt_38,gt_39,gt_40,gt_41,gt_42,gt_43,gt_44,gt_45,gt_46,gt_47,gt_48,gt_49,gt_50,gt_51,gt_52,gt_53,gt_54,gt_55,gt_56,gt_57,gt_58,gt_59,gt_60,gt_61,gt_62,gt_63,gt_64,gt_65,gt_66,gt_67,gt_68,gt_69,gt_70,gt_71,gt_72,gt_73,gt_74,gt_75,gt_76,gt_77,gt_78,gt_79,gt_80,gt_81,gt_82,gt_83,gt_84,gt_85,gt_86,gt_87,gt_88,gt_89,gt_90,gt_91,gt_92,gt_93,gt_94,gt_95,gt_96,gt_97,gt_98,gt_99,gt_100,gt_101,gt_102,gt_103,gt_104,gt_105,gt_106,gt_107,kq_0,kq_1,kq_2,kq_3,kq_4,kq_5,kq_6,kq_7,kq_8,kq_9,kq_10,kq_11,kq_12,kq_13,kq_14,kq_15,kq_16,kq_17,kq_18,kq_19,kq_20,kq_21,kq_22,kq_23,kq_24,kq_25,kq_26
41,02,07,56,66,68,88,09,96,16,16,88,08,0,50,97,87,79,0,0,98,70,78,19,58,89,11,51,32,27,61,53,05,47,97,58,60,60,96,64,0,47,38,24,71,0,0,62,67,82,06,56,62,28,12,28,02,22,94,95,20,43,45,18,18,14,05,0,68,35,79,39,0,0,31,53,27,91,54,39,93,97,27,80,33,52,75,24,15,81,25,25,54,82,0,28,73,03,38,0,0,43,52,47,87,91,85,98,30,79,78,22,01,09,72,62,84,98,98,89,71,0,25,54,47,77,0,0,43,57,07,23,99,90,77
51,32,27,61,53,05,47,97,58,60,60,96,64,0,47,38,24,71,0,0,62,67,82,06,56,62,28,12,28,02,22,94,95,20,43,45,18,18,14,05,0,68,35,79,39,0,0,31,53,27,91,54,39,93,97,27,80,33,52,75,24,15,81,25,25,54,82,0,28,73,03,38,0,0,43,52,47,87,91,85,98,82,05,84,33,21,19,07,92,28,95,95,99,82,0,33,83,44,79,0,0,78,76,94,80,93,26,01,32,24,23,50,01,71,13,54,56,01,01,08,43,0,08,28,94,92,0,0,00,21,39,52,72,47,28
12,28,02,22,94,95,20,43,45,18,18,14,05,0,68,35,79,39,0,0,31,53,27,91,54,39,93,97,27,80,33,52,75,24,15,81,25,25,54,82,0,28,73,03,38,0,0,43,52,47,87,91,85,98,82,05,84,33,21,19,07,92,28,95,95,99,82,0,33,83,44,79,0,0,78,76,94,80,93,26,01,30,79,78,22,01,09,72,62,84,98,98,89,71,0,25,54,47,77,0,0,43,57,07,23,99,90,77,86,00,82,52,99,32,70,04,67,40,40,31,51,0,46,98,47,57,0,0,31,51,89,71,93,11,85
97,27,80,33,52,75,24,15,81,25,25,54,82,0,28,73,03,38,0,0,43,52,47,87,91,85,98,82,05,84,33,21,19,07,92,28,95,95,99,82,0,33,83,44,79,0,0,78,76,94,80,93,26,01,30,79,78,22,01,09,72,62,84,98,98,89,71,0,25,54,47,77,0,0,43,57,07,23,99,90,77,32,24,23,50,01,71,13,54,56,01,01,08,43,0,08,28,94,92,0,0,00,21,39,52,72,47,28,59,48,06,67,39,09,08,63,43,12,12,37,07,0,20,97,99,42,0,0,90,68,55,54,67,20,27
82,05,84,33,21,19,07,92,28,95,95,99,82,0,33,83,44,79,0,0,78,76,94,80,93,26,01,30,79,78,22,01,09,72,62,84,98,98,89,71,0,25,54,47,77,0,0,43,57,07,23,99,90,77,32,24,23,50,01,71,13,54,56,01,01,08,43,0,08,28,94,92,0,0,00,21,39,52,72,47,28,86,00,82,52,99,32,70,04,67,40,40,31,51,0,46,98,47,57,0,0,31,51,89,71,93,11,85,50,50,84,35,34,43,65,43,17,84,84,91,35,0,00,21,99,12,0,0,78,15,04,44,69,46,20
30,79,78,22,01,09,72,62,84,98,98,89,71,0,25,54,47,77,0,0,43,57,07,23,99,90,77,32,24,23,50,01,71,13,54,56,01,01,08,43,0,08,28,94,92,0,0,00,21,39,52,72,47,28,86,00,82,52,99,32,70,04,67,40,40,31,51,0,46,98,47,57,0,0,31,51,89,71,93,11,85,59,48,06,67,39,09,08,63,43,12,12,37,07,0,20,97,99,42,0,0,90,68,55,54,67,20,27,21,43,43,99,00,75,50,95,35,25,25,00,00,0,61,01,33,49,0,0,18,04,92,73,10,26,07
32,24,23,50,01,71,13,54,56,01,01,08,43,0,08,28,94,92,0,0,00,21,39,52,72,47,28,86,00,82,52,99,32,70,04,67,40,40,31,51,0,46,98,47,57,0,0,31,51,89,71,93,11,85,59,48,06,67,39,09,08,63,43,12,12,37,07,0,20,97,99,42,0,0,90,68,55,54,67,20,27,50,50,84,35,34,43,65,43,17,84,84,91,35,0,00,21,99,12,0,0,78,15,04,44,69,46,20,87,09,39,91,36,47,84,47,16,73,73,70,02,0,43,33,57,60,0,0,73,77,21,31,21,14,11
86,00,82,52,99,32,70,04,67,40,40,31,51,0,46,98,47,57,0,0,31,51,89,71,93,11,85,59,48,06,67,39,09,08,63,43,12,12,37,07,0,20,97,99,42,0,0,90,68,55,54,67,20,27,50,50,84,35,34,43,65,43,17,84,84,91,35,0,00,21,99,12,0,0,78,15,04,44,69,46,20,21,43,43,99,00,75,50,95,35,25,25,00,00,0,61,01,33,49,0,0,18,04,92,73,10,26,07,24,70,61,44,56,03,20,82,97,06,06,25,17,0,48,86,68,81,0,0,22,89,53,03,36,53,05
59,48,06,67,39,09,08,63,43,12,12,37,07,0,20,97,99,42,0,0,90,68,55,54,67,20,27,50,50,84,35,34,43,65,43,17,84,84,91,35,0,00,21,99,12,0,0,78,15,04,44,69,46,20,21,43,43,99,00,75,50,95,35,25,25,00,00,0,61,01,33,49,0,0,18,04,92,73,10,26,07,87,09,39,91,36,47,84,47,16,73,73,70,02,0,43,33,57,60,0,0,73,77,21,31,21,14,11,02,04,05,51,58,98,82,49,49,34,34,48,23,0,09,18,14,04,0,0,92,43,58,69,56,86,34
50,50,84,35,34,43,65,43,17,84,84,91,35,0,00,21,99,12,0,0,78,15,04,44,69,46,20,21,43,43,99,00,75,50,95,35,25,25,00,00,0,61,01,33,49,0,0,18,04,92,73,10,26,07,87,09,39,91,36,47,84,47,16,73,73,70,02,0,43,33,57,60,0,0,73,77,21,31,21,14,11,24,70,61,44,56,03,20,82,97,06,06,25,17,0,48,86,68,81,0,0,22,89,53,03,36,53,05,85,74,76,34,37,55,18,48,79,33,33,95,92,0,24,99,12,98,0,0,16,76,78,16,44,03,20
21,43,43,99,00,75,50,95,35,25,25,00,00,0,61,01,33,49,0,0,18,04,92,73,10,26,07,87,09,39,91,36,47,84,47,16,73,73,70,02,0,43,33,57,60,0,0,73,77,21,31,21,14,11,24,70,61,44,56,03,20,82,97,06,06,25,17,0,48,86,68,81,0,0,22,89,53,03,36,53,05,02,04,05,51,58,98,82,49,49,34,34,48,23,0,09,18,14,04,0,0,92,43,58,69,56,86,34,46,25,89,68,69,63,15,28,98,88,88,74,66,0,93,53,35,99,0,0,47,85,32,23,46,67,18
87,09,39,91,36,47,84,47,16,73,73,70,02,0,43,33,57,60,0,0,73,77,21,31,21,14,11,24,70,61,44,56,03,20,82,97,06,06,25,17,0,48,86,68,81,0,0,22,89,53,03,36,53,05,02,04,05,51,58,98,82,49,49,34,34,48,23,0,09,18,14,04,0,0,92,43,58,69,56,86,34,85,74,76,34,37,55,18,48,79,33,33,95,92,0,24,99,12,98,0,0,16,76,78,16,44,03,20,62,37,40,62,24,84,08,53,68,49,49,19,77,0,27,92,01,14,0,0,54,18,88,11,20,50,56
24,70,61,44,56,03,20,82,97,06,06,25,17,0,48,86,68,81,0,0,22,89,53,03,36,53,05,02,04,05,51,58,98,82,49,49,34,34,48,23,0,09,18,14,04,0,0,92,43,58,69,56,86,34,85,74,76,34,37,55,18,48,79,33,33,95,92,0,24,99,12,98,0,0,16,76,78,16,44,03,20,46,25,89,68,69,63,15,28,98,88,88,74,66,0,93,53,35,99,0,0,47,85,32,23,46,67,18,47,01,50,77,21,30,43,25,69,76,76,20,17,0,23,91,20,38,0,0,73,14,96,10,85,78,92
02,04,05,51,58,98,82,49,49,34,34,48,23,0,09,18,14,04,0,0,92,43,58,69,56,86,34,85,74,76,34,37,55,18,48,79,33,33,95,92,0,24,99,12,98,0,0,16,76,78,16,44,03,20,46,25,89,68,69,63,15,28,98,88,88,74,66,0,93,53,35,99,0,0,47,85,32,23,46,67,18,62,37,40,62,24,84,08,53,68,49,49,19,77,0,27,92,01,14,0,0,54,18,88,11,20,50,56,47,01,60,50,52,36,73,18,41,17,17,60,32,0,49,61,48,45,0,0,93,97,67,92,77,66,76
85,74,76,34,37,55,18,48,79,33,33,95,92,0,24,99,12,98,0,0,16,76,78,16,44,03,20,46,25,89,68,69,63,15,28,98,88,88,74,66,0,93,53,35,99,0,0,47,85,32,23,46,67,18,62,37,40,62,24,84,08,53,68,49,49,19,77,0,27,92,01,14,0,0,54,18,88,11,20,50,56,47,01,50,77,21,30,43,25,69,76,76,20,17,0,23,91,20,38,0,0,73,14,96,10,85,78,92,38,10,30,11,97,53,53,59,32,27,27,70,48,0,65,78,10,35,0,0,28,91,89,98,92,61,19
46,25,89,68,69,63,15,28,98,88,88,74,66,0,93,53,35,99,0,0,47,85,32,23,46,67,18,62,37,40,62,24,84,08,53,68,49,49,19,77,0,27,92,01,14,0,0,54,18,88,11,20,50,56,47,01,50,77,21,30,43,25,69,76,76,20,17,0,23,91,20,38,0,0,73,14,96,10,85,78,92,47,01,60,50,52,36,73,18,41,17,17,60,32,0,49,61,48,45,0,0,93,97,67,92,77,66,76,69,76,54,37,74,61,38,23,39,52,52,74,09,0,07,49,27,28,0,0,81,45,58,00,64,12,72
62,37,40,62,24,84,08,53,68,49,49,19,77,0,27,92,01,14,0,0,54,18,88,11,20,50,56,47,01,50,77,21,30,43,25,69,76,76,20,17,0,23,91,20,38,0,0,73,14,96,10,85,78,92,47,01,60,50,52,36,73,18,41,17,17,60,32,0,49,61,48,45,0,0,93,97,67,92,77,66,76,38,10,30,11,97,53,53,59,32,27,27,70,48,0,65,78,10,35,0,0,28,91,89,98,92,61,19,46,42,72,42,21,68,38,11,10,68,68,10,05,0,40,27,79,33,0,0,61,73,45,76,86,07,23
47,01,50,77,21,30,43,25,69,76,76,20,17,0,23,91,20,38,0,0,73,14,96,10,85,78,92,47,01,60,50,52,36,73,18,41,17,17,60,32,0,49,61,48,45,0,0,93,97,67,92,77,66,76,38,10,30,11,97,53,53,59,32,27,27,70,48,0,65,78,10,35,0,0,28,91,89,98,92,61,19,69,76,54,37,74,61,38,23,39,52,52,74,09,0,07,49,27,28,0,0,81,45,58,00,64,12,72,92,04,41,47,02,34,05,06,97,58,58,61,63,0,63,50,14,27,0,0,23,93,35,96,51,99,75
47,01,60,50,52,36,73,18,41,17,17,60,32,0,49,61,48,45,0,0,93,97,67,92,77,66,76,38,10,30,11,97,53,53,59,32,27,27,70,48,0,65,78,10,35,0,0,28,91,89,98,92,61,19,69,76,54,37,74,61,38,23,39,52,52,74,09,0,07,49,27,28,0,0,81,45,58,00,64,12,72,46,42,72,42,21,68,38,11,10,68,68,10,05,0,40,27,79,33,0,0,61,73,45,76,86,07,23,68,88,65,29,97,84,20,63,15,53,53,54,45,0,71,70,49,41,0,0,41,95,70,62,09,88,21
38,10,30,11,97,53,53,59,32,27,27,70,48,0,65,78,10,35,0,0,28,91,89,98,92,61,19,69,76,54,37,74,61,38,23,39,52,52,74,09,0,07,49,27,28,0,0,81,45,58,00,64,12,72,46,42,72,42,21,68,38,11,10,68,68,10,05,0,40,27,79,33,0,0,61,73,45,76,86,07,23,92,04,41,47,02,34,05,06,97,58,58,61,63,0,63,50,14,27,0,0,23,93,35,96,51,99,75,36,46,85,37,70,65,83,80,55,73,73,49,43,0,56,58,43,48,0,0,26,51,84,86,64,79,26
69,76,54,37,74,61,38,23,39,52,52,74,09,0,07,49,27,28,0,0,81,45,58,00,64,12,72,46,42,72,42,21,68,38,11,10,68,68,10,05,0,40,27,79,33,0,0,61,73,45,76,86,07,23,92,04,41,47,02,34,05,06,97,58,58,61,63,0,63,50,14,27,0,0,23,93,35,96,51,99,75,68,88,65,29,97,84,20,63,15,53,53,54,45,0,71,70,49,41,0,0,41,95,70,62,09,88,21,17,09,53,30,46,14,81,00,08,40,40,15,39,0,90,93,85,04,0,0,06,35,77,32,14,51,87
46,42,72,42,21,68,38,11,10,68,68,10,05,0,40,27,79,33,0,0,61,73,45,76,86,07,23,92,04,41,47,02,34,05,06,97,58,58,61,63,0,63,50,14,27,0,0,23,93,35,96,51,99,75,68,88,65,29,97,84,20,63,15,53,53,54,45,0,71,70,49,41,0,0,41,95,70,62,09,88,21,36,46,85,37,70,65,83,80,55,73,73,49,43,0,56,58,43,48,0,0,26,51,84,86,64,79,26,45,49,77,46,80,37,62,10,57,11,11,96,06,0,54,44,53,52,0,0,92,28,44,90,75,71,83
92,04,41,47,02,34,05,06,97,58,58,61,63,0,63,50,14,27,0,0,23,93,35,96,51,99,75,68,88,65,29,97,84,20,63,15,53,53,54,45,0,71,70,49,41,0,0,41,95,70,62,09,88,21,36,46,85,37,70,65,83,80,55,73,73,49,43,0,56,58,43,48,0,0,26,51,84,86,64,79,26,17,09,53,30,46,14,81,00,08,40,40,15,39,0,90,93,85,04,0,0,06,35,77,32,14,51,87,90,53,01,55,95,13,21,23,79,58,58,57,67,0,44,77,28,93,0,0,98,16,45,66,28,50,25
68,88,65,29,97,84,20,63,15,53,53,54,45,0,71,70,49,41,0,0,41,95,70,62,09,88,21,36,46,85,37,70,65,83,80,55,73,73,49,43,0,56,58,43,48,0,0,26,51,84,86,64,79,26,17,09,53,30,46,14,81,00,08,40,40,15,39,0,90,93,85,04,0,0,06,35,77,32,14,51,87,45,49,77,46,80,37,62,10,57,11,11,96,06,0,54,44,53,52,0,0,92,28,44,90,75,71,83,59,34,39,90,69,21,98,31,27,16,16,10,52,0,53,43,70,51,0,0,18,67,46,22,14,31,33
36,46,85,37,70,65,83,80,55,73,73,49,43,0,56,58,43,48,0,0,26,51,84,86,64,79,26,17,09,53,30,46,14,81,00,08,40,40,15,39,0,90,93,85,04,0,0,06,35,77,32,14,51,87,45,49,77,46,80,37,62,10,57,11,11,96,06,0,54,44,53,52,0,0,92,28,44,90,75,71,83,90,53,01,55,95,13,21,23,79,58,58,57,67,0,44,77,28,93,0,0,98,16,45,66,28,50,25,40,47,68,80,26,01,82,12,46,26,26,18,66,0,11,40,59,20,0,0,37,55,77,02,88,14,05
17,09,53,30,46,14,81,00,08,40,40,15,39,0,90,93,85,04,0,0,06,35,77,32,14,51,87,45,49,77,46,80,37,62,10,57,11,11,96,06,0,54,44,53,52,0,0,92,28,44,90,75,71,83,90,53,01,55,95,13,21,23,79,58,58,57,67,0,44,77,28,93,0,0,98,16,45,66,28,50,25,59,34,39,90,69,21,98,31,27,16,16,10,52,0,53,43,70,51,0,0,18,67,46,22,14,31,33,99,29,73,37,26,85,19,46,23,42,42,01,96,0,74,44,96,32,0,0,07,25,74,14,59,87,73
45,49,77,46,80,37,62,10,57,11,11,96,06,0,54,44,53,52,0,0,92,28,44,90,75,71,83,90,53,01,55,95,13,21,23,79,58,58,57,67,0,44,77,28,93,0,0,98,16,45,66,28,50,25,59,34,39,90,69,21,98,31,27,16,16,10,52,0,53,43,70,51,0,0,18,67,46,22,14,31,33,40,47,68,80,26,01,82,12,46,26,26,18,66,0,11,40,59,20,0,0,37,55,77,02,88,14,05,34,70,55,32,04,07,51,62,32,67,67,57,71,0,00,43,55,45,0,0,59,60,67,87,98,43,17
90,53,01,55,95,13,21,23,79,58,58,57,67,0,44,77,28,93,0,0,98,16,45,66,28,50,25,59,34,39,90,69,21,98,31,27,16,16,10,52,0,53,43,70,51,0,0,18,67,46,22,14,31,33,40,47,68,80,26,01,82,12,46,26,26,18,66,0,11,40,59,20,0,0,37,55,77,02,88,14,05,99,29,73,37,26,85,19,46,23,42,42,01,96,0,74,44,96,32,0,0,07,25,74,14,59,87,73,62,94,02,78,18,50,76,27,55,50,50,72,39,0,36,20,37,00,0,0,07,72,31,36,18,25,20
59,34,39,90,69,21,98,31,27,16,16,10,52,0,53,43,70,51,0,0,18,67,46,22,14,31,33,40,47,68,80,26,01,82,12,46,26,26,18,66,0,11,40,59,20,0,0,37,55,77,02,88,14,05,99,29,73,37,26,85,19,46,23,42,42,01,96,0,74,44,96,32,0,0,07,25,74,14,59,87,73,34,70,55,32,04,07,51,62,32,67,67,57,71,0,00,43,55,45,0,0,59,60,67,87,98,43,17,65,46,81,21,23,14,40,52,05,24,24,24,03,0,35,34,61,09,0,0,18,63,49,63,50,52,05
40,47,68,80,26,01,82,12,46,26,26,18,66,0,11,40,59,20,0,0,37,55,77,02,88,14,05,99,29,73,37,26,85,19,46,23,42,42,01,96,0,74,44,96,32,0,0,07,25,74,14,59,87,73,34,70,55,32,04,07,51,62,32,67,67,57,71,0,00,43,55,45,0,0,59,60,67,87,98,43,17,62,94,02,78,18,50,76,27,55,50,50,72,39,0,36,20,37,00,0,0,07,72,31,36,18,25,20,56,90,15,14,56,49,63,14,78,99,99,73,06,0,86,61,28,93,0,0,28,20,57,00,30,18,07
99,29,73,37,26,85,19,46,23,42,42,01,96,0,74,44,96,32,0,0,07,25,74,14,59,87,73,34,70,55,32,04,07,51,62,32,67,67,57,71,0,00,43,55,45,0,0,59,60,67,87,98,43,17,62,94,02,78,18,50,76,27,55,50,50,72,39,0,36,20,37,00,0,0,07,72,31,36,18,25,20,65,46,81,21,23,14,40,52,05,24,24,24,03,0,35,34,61,09,0,0,18,63,49,63,50,52,05,45,95,83,56,21,56,24,83,59,26,26,71,82,0,68,99,76,31,0,0,05,14,17,98,32,35,87
34,70,55,32,04,07,51,62,32,67,67,57,71,0,00,43,55,45,0,0,59,60,67,87,98,43,17,62,94,02,78,18,50,76,27,55,50,50,72,39,0,36,20,37,00,0,0,07,72,31,36,18,25,20,65,46,81,21,23,14,40,52,05,24,24,24,03,0,35,34,61,09,0,0,18,63,49,63,50,52,05,56,90,15,14,56,49,63,14,78,99,99,73,06,0,86,61,28,93,0,0,28,20,57,00,30,18,07,69,44,29,53,98,00,09,47,31,00,00,65,88,0,82,80,15,26,0,0,51,66,20,91,51,09,92
62,94,02,78,18,50,76,27,55,50,50,72,39,0,36,20,37,00,0,0,07,72,31,36,18,25,20,65,46,81,21,23,14,40,52,05,24,24,24,03,0,35,34,61,09,0,0,18,63,49,63,50,52,05,56,90,15,14,56,49,63,14,78,99,99,73,06,0,86,61,28,93,0,0,28,20,57,00,30,18,07,45,95,83,56,21,56,24,83,59,26,26,71,82,0,68,99,76,31,0,0,05,14,17,98,32,35,87,23,66,62,28,27,83,14,81,36,53,53,07,89,0,44,34,67,86,0,0,66,97,81,80,38,94,90
65,46,81,21,23,14,40,52,05,24,24,24,03,0,35,34,61,09,0,0,18,63,49,63,50,52,05,56,90,15,14,56,49,63,14,78,99,99,73,06,0,86,61,28,93,0,0,28,20,57,00,30,18,07,45,95,83,56,21,56,24,83,59,26,26,71,82,0,68,99,76,31,0,0,05,14,17,98,32,35,87,69,44,29,53,98,00,09,47,31,00,00,65,88,0,82,80,15,26,0,0,51,66,20,91,51,09,92,02,43,52,34,91,32,92,22,21,06,06,36,44,0,97,21,32,59,0,0,68,29,96,96,89,38,75
56,90,15,14,56,49,63,14,78,99,99,73,06,0,86,61,28,93,0,0,28,20,57,00,30,18,07,45,95,83,56,21,56,24,83,59,26,26,71,82,0,68,99,76,31,0,0,05,14,17,98,32,35,87,69,44,29,53,98,00,09,47,31,00,00,65,88,0,82,80,15,26,0,0,51,66,20,91,51,09,92,23,66,62,28,27,83,14,81,36,53,53,07,89,0,44,34,67,86,0,0,66,97,81,80,38,94,90,21,56,40,40,70,12,12,94,20,43,43,32,16,0,60,34,31,66,0,0,08,39,24,79,49,06,05
45,95,83,56,21,56,24,83,59,26,26,71,82,0,68,99,76,31,0,0,05,14,17,98,32,35,87,69,44,29,53,98,00,09,47,31,00,00,65,88,0,82,80,15,26,0,0,51,66,20,91,51,09,92,23,66,62,28,27,83,14,81,36,53,53,07,89,0,44,34,67,86,0,0,66,97,81,80,38,94,90,02,43,52,34,91,32,92,22,21,06,06,36,44,0,97,21,32,59,0,0,68,29,96,96,89,38,75,22,12,04,28,15,85,04,44,13,15,15,57,00,0,43,05,57,31,0,0,57,80,10,50,46,71,69
69,44,29,53,98,00,09,47,31,00,00,65,88,0,82,80,15,26,0,0,51,66,20,91,51,09,92,23,66,62,28,27,83,14,81,36,53,53,07,89,0,44,34,67,86,0,0,66,97,81,80,38,94,90,02,43,52,34,91,32,92,22,21,06,06,36,44,0,97,21,32,59,0,0,68,29,96,96,89,38,75,21,56,40,40,70,12,12,94,20,43,43,32,16,0,60,34,31,66,0,0,08,39,24,79,49,06,05,47,61,59,06,04,44,76,99,17,90,90,79,18,0,05,20,99,24,0,0,98,43,01,32,21,48,70
23,66,62,28,27,83,14,81,36,53,53,07,89,0,44,34,67,86,0,0,66,97,81,80,38,94,90,02,43,52,34,91,32,92,22,21,06,06,36,44,0,97,21,32,59,0,0,68,29,96,96,89,38,75,21,56,40,40,70,12,12,94,20,43,43,32,16,0,60,34,31,66,0,0,08,39,24,79,49,06,05,22,12,04,28,15,85,04,44,13,15,15,57,00,0,43,05,57,31,0,0,57,80,10,50,46,71,69,29,19,03,84,64,56,51,03,97,64,64,72,23,0,22,32,89,79,0,0,08,98,16,74,20,07,00
02,43,52,34,91,32,92,22,21,06,06,36,44,0,97,21,32,59,0,0,68,29,96,96,89,38,75,21,56,40,40,70,12,12,94,20,43,43,32,16,0,60,34,31,66,0,0,08,39,24,79,49,06,05,22,12,04,28,15,85,04,44,13,15,15,57,00,0,43,05,57,31,0,0,57,80,10,50,46,71,69,47,61,59,06,04,44,76,99,17,90,90,79,18,0,05,20,99,24,0,0,98,43,01,32,21,48,70,71,81,34,09,24,03,77,12,96,69,69,79,46,0,93,64,81,41,0,0,11,80,45,56,92,97,98
21,56,40,40,70,12,12,94,20,43,43,32,16,0,60,34,31,66,0,0,08,39,24,79,49,06,05,22,12,04,28,15,85,04,44,13,15,15,57,00,0,43,05,57,31,0,0,57,80,10,50,46,71,69,47,61,59,06,04,44,76,99,17,90,90,79,18,0,05,20,99,24,0,0,98,43,01,32,21,48,70,29,19,03,84,64,56,51,03,97,64,64,72,23,0,22,32,89,79,0,0,08,98,16,74,20,07,00,25,53,33,26,30,68,98,85,80,83,83,77,57,0,38,92,47,88,0,0,18,36,44,11,45,65,91
22,12,04,28,15,85,04,44,13,15,15,57,00,0,43,05,57,31,0,0,57,80,10,50,46,71,69,47,61,59,06,04,44,76,99,17,90,90,79,18,0,05,20,99,24,0,0,98,43,01,32,21,48,70,29,19,03,84,64,56,51,03,97,64,64,72,23,0,22,32,89,79,0,0,08,98,16,74,20,07,00,71,81,34,09,24,03,77,12,96,69,69,79,46,0,93,64,81,41,0,0,11,80,45,56,92,97,98,31,61,90,18,85,86,50,97,38,24,24,50,00,0,87,46,16,94,0,0,58,11,48,28,82,53,92
47,61,59,06,04,44,76,99,17,90,90,79,18,0,05,20,99,24,0,0,98,43,01,32,21,48,70,29,19,03,84,64,56,51,03,97,64,64,72,23,0,22,32,89,79,0,0,08,98,16,74,20,07,00,71,81,34,09,24,03,77,12,96,69,69,79,46,0,93,64,81,41,0,0,11,80,45,56,92,97,98,25,53,33,26,30,68,98,85,80,83,83,77,57,0,38,92,47,88,0,0,18,36,44,11,45,65,91,64,79,79,43,37,39,25,97,68,43,43,24,95,0,10,46,83,20,0,0,22,07,22,67,02,91,40
29,19,03,84,64,56,51,03,97,64,64,72,23,0,22,32,89,79,0,0,08,98,16,74,20,07,00,71,81,34,09,24,03,77,12,96,69,69,79,46,0,93,64,81,41,0,0,11,80,45,56,92,97,98,25,53,33,26,30,68,98,85,80,83,83,77,57,0,38,92,47,88,0,0,18,36,44,11,45,65,91,31,61,90,18,85,86,50,97,38,24,24,50,00,0,87,46,16,94,0,0,58,11,48,28,82,53,92,38,30,20,63,44,16,27,35,43,96,96,74,00,0,89,56,50,49,0,0,90,34,82,73,86,24,10
71,81,34,09,24,03,77,12,96,69,69,79,46,0,93,64,81,41,0,0,11,80,45,56,92,97,98,25,53,33,26,30,68,98,85,80,83,83,77,57,0,38,92,47,88,0,0,18,36,44,11,45,65,91,31,61,90,18,85,86,50,97,38,24,24,50,00,0,87,46,16,94,0,0,58,11,48,28,82,53,92,64,79,79,43,37,39,25,97,68,43,43,24,95,0,10,46,83,20,0,0,22,07,22,67,02,91,40,82,96,56,00,73,67,42,95,87,64,64,26,63,0,16,06,66,22,0,0,29,92,52,10,14,95,87
25,53,33,26,30,68,98,85,80,83,83,77,57,0,38,92,47,88,0,0,18,36,44,11,45,65,91,31,61,90,18,85,86,50,97,38,24,24,50,00,0,87,46,16,94,0,0,58,11,48,28,82,53,92,64,79,79,43,37,39,25,97,68,43,43,24,95,0,10,46,83,20,0,0,22,07,22,67,02,91,40,38,30,20,63,44,16,27,35,43,96,96,74,00,0,89,56,50,49,0,0,90,34,82,73,86,24,10,71,17,70,54,16,58,32,63,53,45,45,40,30,0,98,07,09,78,0,0,91,83,95,17,91,38,92
31,61,90,18,85,86,50,97,38,24,24,50,00,0,87,46,16,94,0,0,58,11,48,28,82,53,92,64,79,79,43,37,39,25,97,68,43,43,24,95,0,10,46,83,20,0,0,22,07,22,67,02,91,40,38,30,20,63,44,16,27,35,43,96,96,74,00,0,89,56,50,49,0,0,90,34,82,73,86,24,10,82,96,56,00,73,67,42,95,87,64,64,26,63,0,16,06,66,22,0,0,29,92,52,10,14,95,87,21,40,47,43,16,51,72,85,12,66,66,05,69,0,37,57,37,48,0,0,81,45,56,13,49,64,39
64,79,79,43,37,39,25,97,68,43,43,24,95,0,10,46,83,20,0,0,22,07,22,67,02,91,40,38,30,20,63,44,16,27,35,43,96,96,74,00,0,89,56,50,49,0,0,90,34,82,73,86,24,10,82,96,56,00,73,67,42,95,87,64,64,26,63,0,16,06,66,22,0,0,29,92,52,10,14,95,87,71,17,70,54,16,58,32,63,53,45,45,40,30,0,98,07,09,78,0,0,91,83,95,17,91,38,92,35,95,95,94,19,29,09,01,19,94,94,94,68,0,60,13,68,29,0,0,13,99,51,04,00,29,77
38,30,20,63,44,16,27,35,43,96,96,74,00,0,89,56,50,49,0,0,90,34,82,73,86,24,10,82,96,56,00,73,67,42,95,87,64,64,26,63,0,16,06,66,22,0,0,29,92,52,10,14,95,87,71,17,70,54,16,58,32,63,53,45,45,40,30,0,98,07,09,78,0,0,91,83,95,17,91,38,92,21,40,47,43,16,51,72,85,12,66,66,05,69,0,37,57,37,48,0,0,81,45,56,13,49,64,39,66,78,86,85,87,23,89,40,14,45,45,80,70,0,67,36,06,42,0,0,44,20,70,10,03,67,33
82,96,56,00,73,67,42,95,87,64,64,26,63,0,16,06,66,22,0,0,29,92,52,10,14,95,87,71,17,70,54,16,58,32,63,53,45,45,40,30,0,98,07,09,78,0,0,91,83,95,17,91,38,92,21,40,47,43,16,51,72,85,12,66,66,05,69,0,37,57,37,48,0,0,81,45,56,13,49,64,39,35,95,95,94,19,29,09,01,19,94,94,94,68,0,60,13,68,29,0,0,13,99,51,04,00,29,77,50,39,87,40,24,66,25,55,48,95,95,17,75,0,59,06,46,57,0,0,45,59,69,61,97,22,15
