gt_0,gt_1,gt_2,gt_3,gt_4,gt_5,gt_6,gt_7,gt_8,gt_9,gt_10,gt_11,gt_12,gt_13,gt_14,gt_15,gt_16,gt_17,gt_18,gt_19,gt_20,gt_21,gt_22,gt_23,gt_24,gt_25,gt_26,gt_27,gt_28,gt_29,gt_30,gt_31,gt_32,gt_33,gt_34,gt_35,gt_36,gt_37,gt_38,gt_39,gt_40,gt_41,gt_42,gt_43,gt_44,gt_45,gt_46,gt_47,gt_48,gt_49,gt_50,gt_51,gt_52,gt_53,gt_54,gt_55,gt_56,gt_57,gt_58,gt_59,gt_60,gt_61,gt_62,gt_63,gt_64,gt_65,gt_66,gt_67,gt_68,gt_69,gt_70,gt_71,gt_72,gt_73,gt_74,gt_75,gt_76,gt_77,gt_78,gt_79,gt_80,gt_81,gt_82,gt_83,gt_84,gt_85,gt_86,gt_87,gt_88,gt_89,gt_90,gt_91,gt_92,gt_93,gt_94,gt_95,gt_96,gt_97,gt_98,gt_99,gt_100,gt_101,gt_102,gt_103,gt_104,gt_105,gt_106,gt_107,kq_0,kq_1,kq_2,kq_3,kq_4,kq_5,kq_6,kq_7,kq_8,kq_9,kq_10,kq_11,kq_12,kq_13,kq_14,kq_15,kq_16,kq_17,kq_18,kq_19,kq_20,kq_21,kq_22,kq_23,kq_24,kq_25,kq_26
71,17,70,54,16,58,32,63,53,45,45,40,30,0,98,07,09,78,0,0,91,83,95,17,91,38,92,21,40,47,43,16,51,72,85,12,66,66,05,69,0,37,57,37,48,0,0,81,45,56,13,49,64,39,35,95,95,94,19,29,09,01,19,94,94,94,68,0,60,13,68,29,0,0,13,99,51,04,00,29,77,66,78,86,85,87,23,89,40,14,45,45,80,70,0,67,36,06,42,0,0,44,20,70,10,03,67,33,16,90,83,97,55,33,93,66,55,37,37,30,01,0,54,48,61,88,0,0,27,80,07,72,73,17,82
21,40,47,43,16,51,72,85,12,66,66,05,69,0,37,57,37,48,0,0,81,45,56,13,49,64,39,35,95,95,94,19,29,09,01,19,94,94,94,68,0,60,13,68,29,0,0,13,99,51,04,00,29,77,66,78,86,85,87,23,89,40,14,45,45,80,70,0,67,36,06,42,0,0,44,20,70,10,03,67,33,50,39,87,40,24,66,25,55,48,95,95,17,75,0,59,06,46,57,0,0,45,59,69,61,97,22,15,43,56,87,71,06,71,02,27,76,80,80,74,66,0,71,66,92,33,0,0,62,77,46,17,98,16,24
35,95,95,94,19,29,09,01,19,94,94,94,68,0,60,13,68,29,0,0,13,99,51,04,00,29,77,66,78,86,85,87,23,89,40,14,45,45,80,70,0,67,36,06,42,0,0,44,20,70,10,03,67,33,50,39,87,40,24,66,25,55,48,95,95,17,75,0,59,06,46,57,0,0,45,59,69,61,97,22,15,16,90,83,97,55,33,93,66,55,37,37,30,01,0,54,48,61,88,0,0,27,80,07,72,73,17,82,85,55,26,31,15,55,84,46,88,26,26,22,71,0,21,82,66,30,0,0,15,68,84,94,86,67,79
66,78,86,85,87,23,89,40,14,45,45,80,70,0,67,36,06,42,0,0,44,20,70,10,03,67,33,50,39,87,40,24,66,25,55,48,95,95,17,75,0,59,06,46,57,0,0,45,59,69,61,97,22,15,16,90,83,97,55,33,93,66,55,37,37,30,01,0,54,48,61,88,0,0,27,80,07,72,73,17,82,43,56,87,71,06,71,02,27,76,80,80,74,66,0,71,66,92,33,0,0,62,77,46,17,98,16,24,26,22,54,85,46,10,35,23,24,97,97,37,45,0,35,37,55,31,0,0,91,06,29,30,22,66,03
50,39,87,40,24,66,25,55,48,95,95,17,75,0,59,06,46,57,0,0,45,59,69,61,97,22,15,16,90,83,97,55,33,93,66,55,37,37,30,01,0,54,48,61,88,0,0,27,80,07,72,73,17,82,43,56,87,71,06,71,02,27,76,80,80,74,66,0,71,66,92,33,0,0,62,77,46,17,98,16,24,85,55,26,31,15,55,84,46,88,26,26,22,71,0,21,82,66,30,0,0,15,68,84,94,86,67,79,07,12,99,83,96,80,01,88,27,42,42,91,50,0,79,64,34,30,0,0,47,36,21,88,38,35,17
16,90,83,97,55,33,93,66,55,37,37,30,01,0,54,48,61,88,0,0,27,80,07,72,73,17,82,43,56,87,71,06,71,02,27,76,80,80,74,66,0,71,66,92,33,0,0,62,77,46,17,98,16,24,85,55,26,31,15,55,84,46,88,26,26,22,71,0,21,82,66,30,0,0,15,68,84,94,86,67,79,26,22,54,85,46,10,35,23,24,97,97,37,45,0,35,37,55,31,0,0,91,06,29,30,22,66,03,98,90,49,92,61,47,24,71,05,74,74,92,15,0,31,04,32,20,0,0,09,76,44,22,18,07,78
43,56,87,71,06,71,02,27,76,80,80,74,66,0,71,66,92,33,0,0,62,77,46,17,98,16,24,85,55,26,31,15,55,84,46,88,26,26,22,71,0,21,82,66,30,0,0,15,68,84,94,86,67,79,26,22,54,85,46,10,35,23,24,97,97,37,45,0,35,37,55,31,0,0,91,06,29,30,22,66,03,07,12,99,83,96,80,01,88,27,42,42,91,50,0,79,64,34,30,0,0,47,36,21,88,38,35,17,29,79,21,45,81,74,06,96,16,85,85,84,51,0,07,11,38,78,0,0,22,79,01,17,61,85,06
85,55,26,31,15,55,84,46,88,26,26,22,71,0,21,82,66,30,0,0,15,68,84,94,86,67,79,26,22,54,85,46,10,35,23,24,97,97,37,45,0,35,37,55,31,0,0,91,06,29,30,22,66,03,07,12,99,83,96,80,01,88,27,42,42,91,50,0,79,64,34,30,0,0,47,36,21,88,38,35,17,98,90,49,92,61,47,24,71,05,74,74,92,15,0,31,04,32,20,0,0,09,76,44,22,18,07,78,78,43,91,18,90,91,41,37,70,25,25,05,56,0,73,63,24,71,0,0,41,25,84,59,86,97,31
26,22,54,85,46,10,35,23,24,97,97,37,45,0,35,37,55,31,0,0,91,06,29,30,22,66,03,07,12,99,83,96,80,01,88,27,42,42,91,50,0,79,64,34,30,0,0,47,36,21,88,38,35,17,98,90,49,92,61,47,24,71,05,74,74,92,15,0,31,04,32,20,0,0,09,76,44,22,18,07,78,29,79,21,45,81,74,06,96,16,85,85,84,51,0,07,11,38,78,0,0,22,79,01,17,61,85,06,17,34,68,98,19,03,29,30,15,17,17,91,99,0,87,84,63,72,0,0,21,27,54,89,11,73,91
07,12,99,83,96,80,01,88,27,42,42,91,50,0,79,64,34,30,0,0,47,36,21,88,38,35,17,98,90,49,92,61,47,24,71,05,74,74,92,15,0,31,04,32,20,0,0,09,76,44,22,18,07,78,29,79,21,45,81,74,06,96,16,85,85,84,51,0,07,11,38,78,0,0,22,79,01,17,61,85,06,78,43,91,18,90,91,41,37,70,25,25,05,56,0,73,63,24,71,0,0,41,25,84,59,86,97,31,39,85,38,05,40,68,99,74,22,54,54,42,72,0,35,91,89,33,0,0,02,86,30,45,71,09,05
98,90,49,92,61,47,24,71,05,74,74,92,15,0,31,04,32,20,0,0,09,76,44,22,18,07,78,29,79,21,45,81,74,06,96,16,85,85,84,51,0,07,11,38,78,0,0,22,79,01,17,61,85,06,78,43,91,18,90,91,41,37,70,25,25,05,56,0,73,63,24,71,0,0,41,25,84,59,86,97,31,17,34,68,98,19,03,29,30,15,17,17,91,99,0,87,84,63,72,0,0,21,27,54,89,11,73,91,87,36,98,65,49,37,44,15,94,40,40,33,27,0,72,16,00,13,0,0,23,59,16,85,74,25,04
29,79,21,45,81,74,06,96,16,85,85,84,51,0,07,11,38,78,0,0,22,79,01,17,61,85,06,78,43,91,18,90,91,41,37,70,25,25,05,56,0,73,63,24,71,0,0,41,25,84,59,86,97,31,17,34,68,98,19,03,29,30,15,17,17,91,99,0,87,84,63,72,0,0,21,27,54,89,11,73,91,39,85,38,05,40,68,99,74,22,54,54,42,72,0,35,91,89,33,0,0,02,86,30,45,71,09,05,47,04,82,41,76,91,97,84,56,27,27,80,31,0,37,59,04,02,0,0,41,35,56,12,21,87,78
78,43,91,18,90,91,41,37,70,25,25,05,56,0,73,63,24,71,0,0,41,25,84,59,86,97,31,17,34,68,98,19,03,29,30,15,17,17,91,99,0,87,84,63,72,0,0,21,27,54,89,11,73,91,39,85,38,05,40,68,99,74,22,54,54,42,72,0,35,91,89,33,0,0,02,86,30,45,71,09,05,87,36,98,65,49,37,44,15,94,40,40,33,27,0,72,16,00,13,0,0,23,59,16,85,74,25,04,76,07,57,55,30,83,68,13,46,61,61,14,95,0,91,59,96,67,0,0,22,30,85,92,99,87,63
17,34,68,98,19,03,29,30,15,17,17,91,99,0,87,84,63,72,0,0,21,27,54,89,11,73,91,39,85,38,05,40,68,99,74,22,54,54,42,72,0,35,91,89,33,0,0,02,86,30,45,71,09,05,87,36,98,65,49,37,44,15,94,40,40,33,27,0,72,16,00,13,0,0,23,59,16,85,74,25,04,47,04,82,41,76,91,97,84,56,27,27,80,31,0,37,59,04,02,0,0,41,35,56,12,21,87,78,50,64,46,76,80,81,45,34,85,40,40,92,73,0,38,05,35,77,0,0,02,36,77,74,63,55,89
39,85,38,05,40,68,99,74,22,54,54,42,72,0,35,91,89,33,0,0,02,86,30,45,71,09,05,87,36,98,65,49,37,44,15,94,40,40,33,27,0,72,16,00,13,0,0,23,59,16,85,74,25,04,47,04,82,41,76,91,97,84,56,27,27,80,31,0,37,59,04,02,0,0,41,35,56,12,21,87,78,76,07,57,55,30,83,68,13,46,61,61,14,95,0,91,59,96,67,0,0,22,30,85,92,99,87,63,21,37,60,02,44,24,33,77,92,92,92,76,82,0,34,32,58,30,0,0,23,44,47,81,53,32,79
87,36,98,65,49,37,44,15,94,40,40,33,27,0,72,16,00,13,0,0,23,59,16,85,74,25,04,47,04,82,41,76,91,97,84,56,27,27,80,31,0,37,59,04,02,0,0,41,35,56,12,21,87,78,76,07,57,55,30,83,68,13,46,61,61,14,95,0,91,59,96,67,0,0,22,30,85,92,99,87,63,50,64,46,76,80,81,45,34,85,40,40,92,73,0,38,05,35,77,0,0,02,36,77,74,63,55,89,43,25,74,89,37,02,29,55,72,65,65,97,36,0,38,72,88,69,0,0,67,47,78,06,41,58,72
47,04,82,41,76,91,97,84,56,27,27,80,31,0,37,59,04,02,0,0,41,35,56,12,21,87,78,76,07,57,55,30,83,68,13,46,61,61,14,95,0,91,59,96,67,0,0,22,30,85,92,99,87,63,50,64,46,76,80,81,45,34,85,40,40,92,73,0,38,05,35,77,0,0,02,36,77,74,63,55,89,21,37,60,02,44,24,33,77,92,92,92,76,82,0,34,32,58,30,0,0,23,44,47,81,53,32,79,67,78,78,55,66,43,32,07,09,05,05,96,83,0,37,90,10,21,0,0,86,18,82,34,60,47,88
76,07,57,55,30,83,68,13,46,61,61,14,95,0,91,59,96,67,0,0,22,30,85,92,99,87,63,50,64,46,76,80,81,45,34,85,40,40,92,73,0,38,05,35,77,0,0,02,36,77,74,63,55,89,21,37,60,02,44,24,33,77,92,92,92,76,82,0,34,32,58,30,0,0,23,44,47,81,53,32,79,43,25,74,89,37,02,29,55,72,65,65,97,36,0,38,72,88,69,0,0,67,47,78,06,41,58,72,43,19,57,70,17,64,94,93,40,57,57,50,18,0,59,55,67,25,0,0,64,07,51,09,70,23,07
50,64,46,76,80,81,45,34,85,40,40,92,73,0,38,05,35,77,0,0,02,36,77,74,63,55,89,21,37,60,02,44,24,33,77,92,92,92,76,82,0,34,32,58,30,0,0,23,44,47,81,53,32,79,43,25,74,89,37,02,29,55,72,65,65,97,36,0,38,72,88,69,0,0,67,47,78,06,41,58,72,67,78,78,55,66,43,32,07,09,05,05,96,83,0,37,90,10,21,0,0,86,18,82,34,60,47,88,49,89,88,65,31,39,32,37,07,61,61,63,21,0,84,34,91,12,0,0,93,07,67,66,75,21,23
21,37,60,02,44,24,33,77,92,92,92,76,82,0,34,32,58,30,0,0,23,44,47,81,53,32,79,43,25,74,89,37,02,29,55,72,65,65,97,36,0,38,72,88,69,0,0,67,47,78,06,41,58,72,67,78,78,55,66,43,32,07,09,05,05,96,83,0,37,90,10,21,0,0,86,18,82,34,60,47,88,43,19,57,70,17,64,94,93,40,57,57,50,18,0,59,55,67,25,0,0,64,07,51,09,70,23,07,35,85,50,61,27,13,06,58,97,18,18,23,63,0,20,91,79,52,0,0,31,77,86,18,45,36,96
43,25,74,89,37,02,29,55,72,65,65,97,36,0,38,72,88,69,0,0,67,47,78,06,41,58,72,67,78,78,55,66,43,32,07,09,05,05,96,83,0,37,90,10,21,0,0,86,18,82,34,60,47,88,43,19,57,70,17,64,94,93,40,57,57,50,18,0,59,55,67,25,0,0,64,07,51,09,70,23,07,49,89,88,65,31,39,32,37,07,61,61,63,21,0,84,34,91,12,0,0,93,07,67,66,75,21,23,94,17,66,28,40,18,84,23,76,49,49,01,54,0,70,35,22,69,0,0,11,04,74,75,46,92,77
67,78,78,55,66,43,32,07,09,05,05,96,83,0,37,90,10,21,0,0,86,18,82,34,60,47,88,43,19,57,70,17,64,94,93,40,57,57,50,18,0,59,55,67,25,0,0,64,07,51,09,70,23,07,49,89,88,65,31,39,32,37,07,61,61,63,21,0,84,34,91,12,0,0,93,07,67,66,75,21,23,35,85,50,61,27,13,06,58,97,18,18,23,63,0,20,91,79,52,0,0,31,77,86,18,45,36,96,99,99,01,69,58,10,77,52,77,77,77,91,10,0,89,51,98,97,0,0,54,04,90,77,67,65,98
43,19,57,70,17,64,94,93,40,57,57,50,18,0,59,55,67,25,0,0,64,07,51,09,70,23,07,49,89,88,65,31,39,32,37,07,61,61,63,21,0,84,34,91,12,0,0,93,07,67,66,75,21,23,35,85,50,61,27,13,06,58,97,18,18,23,63,0,20,91,79,52,0,0,31,77,86,18,45,36,96,94,17,66,28,40,18,84,23,76,49,49,01,54,0,70,35,22,69,0,0,11,04,74,75,46,92,77,28,83,72,51,91,87,94,35,69,42,42,83,18,0,75,66,22,07,0,0,13,34,00,83,68,89,45
49,89,88,65,31,39,32,37,07,61,61,63,21,0,84,34,91,12,0,0,93,07,67,66,75,21,23,35,85,50,61,27,13,06,58,97,18,18,23,63,0,20,91,79,52,0,0,31,77,86,18,45,36,96,94,17,66,28,40,18,84,23,76,49,49,01,54,0,70,35,22,69,0,0,11,04,74,75,46,92,77,99,99,01,69,58,10,77,52,77,77,77,91,10,0,89,51,98,97,0,0,54,04,90,77,67,65,98,75,39,59,78,04,55,96,78,65,31,31,12,57,0,09,11,96,36,0,0,61,80,20,55,86,08,32
35,85,50,61,27,13,06,58,97,18,18,23,63,0,20,91,79,52,0,0,31,77,86,18,45,36,96,94,17,66,28,40,18,84,23,76,49,49,01,54,0,70,35,22,69,0,0,11,04,74,75,46,92,77,99,99,01,69,58,10,77,52,77,77,77,91,10,0,89,51,98,97,0,0,54,04,90,77,67,65,98,28,83,72,51,91,87,94,35,69,42,42,83,18,0,75,66,22,07,0,0,13,34,00,83,68,89,45,29,77,17,77,08,00,39,19,21,13,13,00,22,0,96,86,43,96,0,0,69,43,72,78,11,30,87
94,17,66,28,40,18,84,23,76,49,49,01,54,0,70,35,22,69,0,0,11,04,74,75,46,92,77,99,99,01,69,58,10,77,52,77,77,77,91,10,0,89,51,98,97,0,0,54,04,90,77,67,65,98,28,83,72,51,91,87,94,35,69,42,42,83,18,0,75,66,22,07,0,0,13,34,00,83,68,89,45,75,39,59,78,04,55,96,78,65,31,31,12,57,0,09,11,96,36,0,0,61,80,20,55,86,08,32,54,77,76,71,56,01,29,11,08,28,28,86,96,0,24,55,88,52,0,0,95,56,61,42,44,34,71
99,99,01,69,58,10,77,52,77,77,77,91,10,0,89,51,98,97,0,0,54,04,90,77,67,65,98,28,83,72,51,91,87,94,35,69,42,42,83,18,0,75,66,22,07,0,0,13,34,00,83,68,89,45,75,39,59,78,04,55,96,78,65,31,31,12,57,0,09,11,96,36,0,0,61,80,20,55,86,08,32,29,77,17,77,08,00,39,19,21,13,13,00,22,0,96,86,43,96,0,0,69,43,72,78,11,30,87,02,55,15,37,04,69,96,78,53,10,10,72,72,0,04,78,38,58,0,0,46,19,32,96,74,59,06
28,83,72,51,91,87,94,35,69,42,42,83,18,0,75,66,22,07,0,0,13,34,00,83,68,89,45,75,39,59,78,04,55,96,78,65,31,31,12,57,0,09,11,96,36,0,0,61,80,20,55,86,08,32,29,77,17,77,08,00,39,19,21,13,13,00,22,0,96,86,43,96,0,0,69,43,72,78,11,30,87,54,77,76,71,56,01,29,11,08,28,28,86,96,0,24,55,88,52,0,0,95,56,61,42,44,34,71,33,44,77,81,01,72,05,10,43,02,02,88,73,0,16,23,73,50,0,0,76,41,45,75,02,01,38
75,39,59,78,04,55,96,78,65,31,31,12,57,0,09,11,96,36,0,0,61,80,20,55,86,08,32,29,77,17,77,08,00,39,19,21,13,13,00,22,0,96,86,43,96,0,0,69,43,72,78,11,30,87,54,77,76,71,56,01,29,11,08,28,28,86,96,0,24,55,88,52,0,0,95,56,61,42,44,34,71,02,55,15,37,04,69,96,78,53,10,10,72,72,0,04,78,38,58,0,0,46,19,32,96,74,59,06,03,87,27,59,18,79,26,71,65,80,80,78,58,0,63,40,14,92,0,0,80,73,67,08,29,28,88
29,77,17,77,08,00,39,19,21,13,13,00,22,0,96,86,43,96,0,0,69,43,72,78,11,30,87,54,77,76,71,56,01,29,11,08,28,28,86,96,0,24,55,88,52,0,0,95,56,61,42,44,34,71,02,55,15,37,04,69,96,78,53,10,10,72,72,0,04,78,38,58,0,0,46,19,32,96,74,59,06,33,44,77,81,01,72,05,10,43,02,02,88,73,0,16,23,73,50,0,0,76,41,45,75,02,01,38,07,73,52,03,00,81,18,78,70,47,47,32,28,0,44,61,43,00,0,0,04,16,95,37,85,15,81
54,77,76,71,56,01,29,11,08,28,28,86,96,0,24,55,88,52,0,0,95,56,61,42,44,34,71,02,55,15,37,04,69,96,78,53,10,10,72,72,0,04,78,38,58,0,0,46,19,32,96,74,59,06,33,44,77,81,01,72,05,10,43,02,02,88,73,0,16,23,73,50,0,0,76,41,45,75,02,01,38,03,87,27,59,18,79,26,71,65,80,80,78,58,0,63,40,14,92,0,0,80,73,67,08,29,28,88,14,30,75,13,87,12,35,53,68,14,14,83,69,0,87,15,56,88,0,0,22,49,12,37,06,80,79
02,55,15,37,04,69,96,78,53,10,10,72,72,0,04,78,38,58,0,0,46,19,32,96,74,59,06,33,44,77,81,01,72,05,10,43,02,02,88,73,0,16,23,73,50,0,0,76,41,45,75,02,01,38,03,87,27,59,18,79,26,71,65,80,80,78,58,0,63,40,14,92,0,0,80,73,67,08,29,28,88,07,73,52,03,00,81,18,78,70,47,47,32,28,0,44,61,43,00,0,0,04,16,95,37,85,15,81,35,30,37,03,17,10,32,62,30,77,77,99,51,0,89,92,54,52,0,0,19,58,71,47,49,52,39
33,44,77,81,01,72,05,10,43,02,02,88,73,0,16,23,73,50,0,0,76,41,45,75,02,01,38,03,87,27,59,18,79,26,71,65,80,80,78,58,0,63,40,14,92,0,0,80,73,67,08,29,28,88,07,73,52,03,00,81,18,78,70,47,47,32,28,0,44,61,43,00,0,0,04,16,95,37,85,15,81,14,30,75,13,87,12,35,53,68,14,14,83,69,0,87,15,56,88,0,0,22,49,12,37,06,80,79,92,86,56,59,13,24,13,83,36,49,49,13,97,0,28,36,68,27,0,0,69,43,51,46,34,96,69
03,87,27,59,18,79,26,71,65,80,80,78,58,0,63,40,14,92,0,0,80,73,67,08,29,28,88,07,73,52,03,00,81,18,78,70,47,47,32,28,0,44,61,43,00,0,0,04,16,95,37,85,15,81,14,30,75,13,87,12,35,53,68,14,14,83,69,0,87,15,56,88,0,0,22,49,12,37,06,80,79,35,30,37,03,17,10,32,62,30,77,77,99,51,0,89,92,54,52,0,0,19,58,71,47,49,52,39,89,68,43,67,30,94,91,55,45,78,78,75,22,0,47,44,83,24,0,0,37,50,14,36,54,17,96
07,73,52,03,00,81,18,78,70,47,47,32,28,0,44,61,43,00,0,0,04,16,95,37,85,15,81,14,30,75,13,87,12,35,53,68,14,14,83,69,0,87,15,56,88,0,0,22,49,12,37,06,80,79,35,30,37,03,17,10,32,62,30,77,77,99,51,0,89,92,54,52,0,0,19,58,71,47,49,52,39,92,86,56,59,13,24,13,83,36,49,49,13,97,0,28,36,68,27,0,0,69,43,51,46,34,96,69,47,54,87,89,05,19,34,14,15,62,62,01,70,0,76,93,18,93,0,0,15,59,57,20,87,54,16
14,30,75,13,87,12,35,53,68,14,14,83,69,0,87,15,56,88,0,0,22,49,12,37,06,80,79,35,30,37,03,17,10,32,62,30,77,77,99,51,0,89,92,54,52,0,0,19,58,71,47,49,52,39,92,86,56,59,13,24,13,83,36,49,49,13,97,0,28,36,68,27,0,0,69,43,51,46,34,96,69,89,68,43,67,30,94,91,55,45,78,78,75,22,0,47,44,83,24,0,0,37,50,14,36,54,17,96,56,19,14,24,79,40,74,23,04,92,92,13,84,0,85,27,96,28,0,0,82,38,39,13,31,23,95
35,30,37,03,17,10,32,62,30,77,77,99,51,0,89,92,54,52,0,0,19,58,71,47,49,52,39,92,86,56,59,13,24,13,83,36,49,49,13,97,0,28,36,68,27,0,0,69,43,51,46,34,96,69,89,68,43,67,30,94,91,55,45,78,78,75,22,0,47,44,83,24,0,0,37,50,14,36,54,17,96,47,54,87,89,05,19,34,14,15,62,62,01,70,0,76,93,18,93,0,0,15,59,57,20,87,54,16,83,55,17,41,34,62,87,27,28,72,72,28,01,0,38,55,24,59,0,0,81,28,89,58,33,68,81
92,86,56,59,13,24,13,83,36,49,49,13,97,0,28,36,68,27,0,0,69,43,51,46,34,96,69,89,68,43,67,30,94,91,55,45,78,78,75,22,0,47,44,83,24,0,0,37,50,14,36,54,17,96,47,54,87,89,05,19,34,14,15,62,62,01,70,0,76,93,18,93,0,0,15,59,57,20,87,54,16,56,19,14,24,79,40,74,23,04,92,92,13,84,0,85,27,96,28,0,0,82,38,39,13,31,23,95,69,87,69,22,30,36,73,10,59,39,39,46,56,0,96,61,86,65,0,0,86,64,78,37,56,91,31
89,68,43,67,30,94,91,55,45,78,78,75,22,0,47,44,83,24,0,0,37,50,14,36,54,17,96,47,54,87,89,05,19,34,14,15,62,62,01,70,0,76,93,18,93,0,0,15,59,57,20,87,54,16,56,19,14,24,79,40,74,23,04,92,92,13,84,0,85,27,96,28,0,0,82,38,39,13,31,23,95,83,55,17,41,34,62,87,27,28,72,72,28,01,0,38,55,24,59,0,0,81,28,89,58,33,68,81,10,20,02,41,38,25,51,62,23,45,45,04,43,0,52,11,09,99,0,0,71,74,55,53,22,67,47
47,54,87,89,05,19,34,14,15,62,62,01,70,0,76,93,18,93,0,0,15,59,57,20,87,54,16,56,19,14,24,79,40,74,23,04,92,92,13,84,0,85,27,96,28,0,0,82,38,39,13,31,23,95,83,55,17,41,34,62,87,27,28,72,72,28,01,0,38,55,24,59,0,0,81,28,89,58,33,68,81,69,87,69,22,30,36,73,10,59,39,39,46,56,0,96,61,86,65,0,0,86,64,78,37,56,91,31,44,25,03,38,86,04,75,54,37,35,35,50,14,0,41,41,00,23,0,0,02,27,38,58,31,26,71
56,19,14,24,79,40,74,23,04,92,92,13,84,0,85,27,96,28,0,0,82,38,39,13,31,23,95,83,55,17,41,34,62,87,27,28,72,72,28,01,0,38,55,24,59,0,0,81,28,89,58,33,68,81,69,87,69,22,30,36,73,10,59,39,39,46,56,0,96,61,86,65,0,0,86,64,78,37,56,91,31,10,20,02,41,38,25,51,62,23,45,45,04,43,0,52,11,09,99,0,0,71,74,55,53,22,67,47,10,82,11,03,88,51,74,55,49,93,93,01,71,0,50,00,78,29,0,0,11,09,67,48,16,52,77
83,55,17,41,34,62,87,27,28,72,72,28,01,0,38,55,24,59,0,0,81,28,89,58,33,68,81,69,87,69,22,30,36,73,10,59,39,39,46,56,0,96,61,86,65,0,0,86,64,78,37,56,91,31,10,20,02,41,38,25,51,62,23,45,45,04,43,0,52,11,09,99,0,0,71,74,55,53,22,67,47,44,25,03,38,86,04,75,54,37,35,35,50,14,0,41,41,00,23,0,0,02,27,38,58,31,26,71,53,43,66,82,72,85,44,14,19,52,52,12,59,0,90,98,35,31,0,0,07,88,62,75,99,94,85
69,87,69,22,30,36,73,10,59,39,39,46,56,0,96,61,86,65,0,0,86,64,78,37,56,91,31,10,20,02,41,38,25,51,62,23,45,45,04,43,0,52,11,09,99,0,0,71,74,55,53,22,67,47,44,25,03,38,86,04,75,54,37,35,35,50,14,0,41,41,00,23,0,0,02,27,38,58,31,26,71,10,82,11,03,88,51,74,55,49,93,93,01,71,0,50,00,78,29,0,0,11,09,67,48,16,52,77,20,74,95,69,19,21,63,58,14,70,70,32,87,0,07,76,83,29,0,0,14,21,22,33,63,84,74
10,20,02,41,38,25,51,62,23,45,45,04,43,0,52,11,09,99,0,0,71,74,55,53,22,67,47,44,25,03,38,86,04,75,54,37,35,35,50,14,0,41,41,00,23,0,0,02,27,38,58,31,26,71,10,82,11,03,88,51,74,55,49,93,93,01,71,0,50,00,78,29,0,0,11,09,67,48,16,52,77,53,43,66,82,72,85,44,14,19,52,52,12,59,0,90,98,35,31,0,0,07,88,62,75,99,94,85,70,15,66,66,98,69,86,24,57,07,07,02,74,0,79,59,04,47,0,0,25,73,56,42,26,73,55
44,25,03,38,86,04,75,54,37,35,35,50,14,0,41,41,00,23,0,0,02,27,38,58,31,26,71,10,82,11,03,88,51,74,55,49,93,93,01,71,0,50,00,78,29,0,0,11,09,67,48,16,52,77,53,43,66,82,72,85,44,14,19,52,52,12,59,0,90,98,35,31,0,0,07,88,62,75,99,94,85,20,74,95,69,19,21,63,58,14,70,70,32,87,0,07,76,83,29,0,0,14,21,22,33,63,84,74,05,91,31,50,48,26,65,15,37,73,73,95,56,0,53,19,72,99,0,0,75,33,05,81,05,61,89
10,82,11,03,88,51,74,55,49,93,93,01,71,0,50,00,78,29,0,0,11,09,67,48,16,52,77,53,43,66,82,72,85,44,14,19,52,52,12,59,0,90,98,35,31,0,0,07,88,62,75,99,94,85,20,74,95,69,19,21,63,58,14,70,70,32,87,0,07,76,83,29,0,0,14,21,22,33,63,84,74,70,15,66,66,98,69,86,24,57,07,07,02,74,0,79,59,04,47,0,0,25,73,56,42,26,73,55,33,16,00,84,33,92,24,44,44,92,92,60,37,0,40,52,95,16,0,0,68,15,98,66,15,86,96
53,43,66,82,72,85,44,14,19,52,52,12,59,0,90,98,35,31,0,0,07,88,62,75,99,94,85,20,74,95,69,19,21,63,58,14,70,70,32,87,0,07,76,83,29,0,0,14,21,22,33,63,84,74,70,15,66,66,98,69,86,24,57,07,07,02,74,0,79,59,04,47,0,0,25,73,56,42,26,73,55,05,91,31,50,48,26,65,15,37,73,73,95,56,0,53,19,72,99,0,0,75,33,05,81,05,61,89,69,09,16,84,51,20,97,47,98,31,31,45,05,0,08,36,21,24,0,0,24,68,20,91,36,00,43
20,74,95,69,19,21,63,58,14,70,70,32,87,0,07,76,83,29,0,0,14,21,22,33,63,84,74,70,15,66,66,98,69,86,24,57,07,07,02,74,0,79,59,04,47,0,0,25,73,56,42,26,73,55,05,91,31,50,48,26,65,15,37,73,73,95,56,0,53,19,72,99,0,0,75,33,05,81,05,61,89,33,16,00,84,33,92,24,44,44,92,92,60,37,0,40,52,95,16,0,0,68,15,98,66,15,86,96,23,15,62,43,26,84,54,66,50,79,79,47,62,0,54,85,48,03,0,0,32,99,73,72,40,05,68
70,15,66,66,98,69,86,24,57,07,07,02,74,0,79,59,04,47,0,0,25,73,56,42,26,73,55,05,91,31,50,48,26,65,15,37,73,73,95,56,0,53,19,72,99,0,0,75,33,05,81,05,61,89,33,16,00,84,33,92,24,44,44,92,92,60,37,0,40,52,95,16,0,0,68,15,98,66,15,86,96,69,09,16,84,51,20,97,47,98,31,31,45,05,0,08,36,21,24,0,0,24,68,20,91,36,00,43,77,31,54,66,00,82,47,85,47,77,77,47,99,0,79,37,81,65,0,0,64,85,97,27,19,37,75
